id,truncated,total connections,actual connections,appearance count,correct appearances,incorrect appearances,vocab
12324,FALSE,14,15,10,0,10,/m/02mg5r
,,,,,,,
12335,FALSE,13,14,10,0,10,/m/047jhq
,,,,,,,
12374,FALSE,19,20,10,0,10,/m/06kx2
,,,,,,,
12463,FALSE,5,6,10,0,10,/m/02hgz
,,,,,,,
12468,FALSE,6,7,10,0,10,/m/062yh9
,,,,,,,
12472,FALSE,19,20,10,0,10,/m/0f8grf
,,,,,,,
12523,FALSE,13,14,10,0,10,/m/06nd8c
,,,,,,,
12530,FALSE,10,11,10,0,10,/m/091n7z
,,,,,,,
12653,FALSE,27,28,10,0,10,/m/0fzm0g
,,,,,,,
12676,FALSE,10,11,10,0,10,/m/0k3j0
,,,,,,,
12722,FALSE,8,9,10,0,10,/m/0bx_f_t
,,,,,,,
12775,FALSE,9,10,10,0,10,/m/02vxy_
,,,,,,,
12799,FALSE,14,15,10,0,10,/m/01trxd
,,,,,,,
12809,FALSE,21,22,10,0,10,/m/0lmm3
,,,,,,,
12872,FALSE,11,12,10,0,10,/m/045hz5
,,,,,,,
12899,FALSE,11,12,10,0,10,/m/03q64h
,,,,,,,
12956,FALSE,6,7,10,0,10,/m/01gbzb
,,,,,,,
13088,FALSE,6,7,10,0,10,/m/0jgxn
,,,,,,,
13338,FALSE,8,9,10,0,10,/m/01m24m
,,,,,,,
13358,FALSE,11,12,10,0,10,/m/031ns1
,,,,,,,
13436,FALSE,16,17,10,0,10,/m/05rznz
,,,,,,,
13472,FALSE,21,22,10,0,10,/m/02zkdz
,,,,,,,
13565,FALSE,22,23,10,0,10,/m/04v68c
,,,,,,,
13597,FALSE,8,9,10,0,10,/m/01279v
,,,,,,,
13603,FALSE,21,22,10,0,10,/m/04q01mn
,,,,,,,
13670,FALSE,13,14,10,0,10,/m/04jhhng
,,,,,,,
13744,FALSE,6,7,10,0,10,/m/02r0d0
,,,,,,,
13789,FALSE,11,12,10,0,10,/m/0cv0r
,,,,,,,
13906,FALSE,5,6,10,0,10,/m/0cf0s
,,,,,,,
13944,FALSE,5,6,10,0,10,/m/0hm10
,,,,,,,
13997,FALSE,6,7,10,0,10,/m/095sx6
,,,,,,,
14040,FALSE,7,8,10,0,10,/m/0nb1s
,,,,,,,
14097,FALSE,8,9,10,0,10,/m/0fnc_
,,,,,,,
14223,FALSE,5,6,10,0,10,/m/0161jj
,,,,,,,
315,FALSE,120,121,111,1,110,/m/0bp_b2
,,,,,,,
2552,FALSE,156,157,111,1,110,/m/0hzc9wc
,,,,,,,
2808,FALSE,142,143,110,1,109,/m/01cx_
,,,,,,,
3354,FALSE,140,141,110,1,109,/m/09blyk
,,,,,,,
4474,FALSE,92,93,110,1,109,/m/01s21dg
,,,,,,,
4684,FALSE,49,50,110,1,109,/m/0345_
,,,,,,,
29,FALSE,389,390,309,3,306,/m/05r4w
,,,,,,,
1773,FALSE,383,384,308,3,305,/m/0c8wxp
,,,,,,,
1469,FALSE,153,154,109,1,108,/m/01mkq
,,,,,,,
4290,FALSE,175,176,109,1,108,/m/019sc
,,,,,,,
1802,FALSE,147,148,107,1,106,/m/04rjg
,,,,,,,
1912,FALSE,99,100,107,1,106,/m/01j7rd
,,,,,,,
6106,FALSE,115,116,107,1,106,/m/01wd9lv
,,,,,,,
1332,FALSE,206,207,203,2,201,/m/0bkj86
,,,,,,,
2009,FALSE,33,34,106,1,105,/m/09k2t1
,,,,,,,
7046,FALSE,90,91,106,1,105,/m/06q8hf
,,,,,,,
708,FALSE,371,372,394,4,390,/m/02h4rq6
,,,,,,,
969,FALSE,282,283,201,2,199,/m/018gz8
,,,,,,,
1220,FALSE,64,65,105,1,104,/m/01yhvv
,,,,,,,
1491,FALSE,117,118,105,1,104,/m/05zvj3m
,,,,,,,
2130,FALSE,140,141,105,1,104,/m/02qgyv
,,,,,,,
7552,FALSE,103,104,105,1,104,/m/01p4vl
,,,,,,,
472,FALSE,277,278,199,2,197,/m/0lsxr
,,,,,,,
1664,FALSE,156,157,104,1,103,/m/0hvb2
,,,,,,,
6606,FALSE,122,123,104,1,103,/m/039cq4
,,,,,,,
6967,FALSE,46,47,104,1,103,/m/040696
,,,,,,,
7541,FALSE,38,39,104,1,103,/m/025rxjq
,,,,,,,
66,TRUE,807,500,577,6,571,/m/09zzb8
,,,,,,,
149,FALSE,118,119,103,1,102,/m/06cvj
,,,,,,,
379,FALSE,104,105,103,1,102,/m/02g3v6
,,,,,,,
5228,FALSE,36,37,103,1,102,/m/0gt1k
,,,,,,,
107,FALSE,95,96,102,1,101,/m/0k049
,,,,,,,
2881,FALSE,142,143,102,1,101,/m/0d6lp
,,,,,,,
4858,FALSE,101,102,102,1,101,/m/08phg9
,,,,,,,
72,FALSE,127,128,101,1,100,/m/0m313
,,,,,,,
3657,FALSE,110,111,101,1,100,/m/09b3v
,,,,,,,
7702,FALSE,75,76,101,1,100,/m/02bj6k
,,,,,,,
12,FALSE,13,14,9,0,9,/m/04nrcg
,,,,,,,
98,FALSE,19,20,9,0,9,/m/0fbq2n
,,,,,,,
101,FALSE,20,21,9,0,9,/m/027nb
,,,,,,,
110,FALSE,17,18,9,0,9,/m/06688p
,,,,,,,
167,FALSE,15,16,9,0,9,/m/02dwn9
,,,,,,,
172,FALSE,17,18,9,0,9,/m/02zs4
,,,,,,,
350,FALSE,28,29,9,0,9,/m/01pfr3
,,,,,,,
767,FALSE,17,18,9,0,9,/m/02279c
,,,,,,,
906,FALSE,19,20,9,0,9,/m/0f3zf_
,,,,,,,
1174,FALSE,19,20,9,0,9,/m/058x5
,,,,,,,
1348,FALSE,12,13,9,0,9,/m/01jv1z
,,,,,,,
1528,FALSE,10,11,9,0,9,/m/01hwc6
,,,,,,,
1529,FALSE,14,15,9,0,9,/m/03v_5
,,,,,,,
1730,FALSE,31,32,9,0,9,/m/03sxd2
,,,,,,,
1820,FALSE,27,28,9,0,9,/m/0h_cssd
,,,,,,,
1984,FALSE,26,27,9,0,9,/m/0c11mj
,,,,,,,
2054,FALSE,25,26,9,0,9,/m/013v5j
,,,,,,,
2279,FALSE,12,13,9,0,9,/m/02pb2bp
,,,,,,,
2292,FALSE,37,38,9,0,9,/m/0frsw
,,,,,,,
2362,FALSE,13,14,9,0,9,/m/01tszq
,,,,,,,
2576,FALSE,26,27,9,0,9,/m/04tz52
,,,,,,,
2595,FALSE,24,25,9,0,9,/m/0lgm5
,,,,,,,
2630,FALSE,28,29,9,0,9,/m/02pz3j5
,,,,,,,
2803,FALSE,16,17,9,0,9,/m/0fv6dr
,,,,,,,
2902,FALSE,13,14,9,0,9,/m/0y2dl
,,,,,,,
2916,FALSE,9,10,9,0,9,/m/01m1_t
,,,,,,,
3035,FALSE,23,24,9,0,9,/m/02j8nx
,,,,,,,
3047,FALSE,27,28,9,0,9,/m/06mnps
,,,,,,,
3055,FALSE,27,28,9,0,9,/m/08gg47
,,,,,,,
3152,FALSE,22,23,9,0,9,/m/01wyy_
,,,,,,,
3158,FALSE,19,20,9,0,9,/m/0f1_p
,,,,,,,
3318,FALSE,27,28,9,0,9,/m/02fx3c
,,,,,,,
3472,FALSE,14,15,9,0,9,/m/07v64s
,,,,,,,
3473,FALSE,34,35,9,0,9,/m/0lzkm
,,,,,,,
3601,FALSE,18,19,9,0,9,/m/03f5vvx
,,,,,,,
3922,FALSE,27,28,9,0,9,/m/0f0qfz
,,,,,,,
3968,FALSE,19,20,9,0,9,/m/07mb57
,,,,,,,
4024,FALSE,13,14,9,0,9,/m/02cbvn
,,,,,,,
4069,FALSE,10,11,9,0,9,/m/02xfrd
,,,,,,,
4185,FALSE,13,14,9,0,9,/m/0d1w9
,,,,,,,
4195,FALSE,19,20,9,0,9,/m/0fcsd
,,,,,,,
4228,FALSE,24,25,9,0,9,/m/057xkj_
,,,,,,,
4352,FALSE,17,18,9,0,9,/m/03d6fyn
,,,,,,,
4370,FALSE,18,19,9,0,9,/m/02sqkh
,,,,,,,
4461,FALSE,21,22,9,0,9,/m/04ldyx1
,,,,,,,
4641,FALSE,24,25,9,0,9,/m/08c9b0
,,,,,,,
4786,FALSE,15,16,9,0,9,/m/02g7sp
,,,,,,,
4791,FALSE,22,23,9,0,9,/m/09v6gc9
,,,,,,,
5055,FALSE,8,9,9,0,9,/m/0c5_3
,,,,,,,
5105,FALSE,16,17,9,0,9,/m/02ly_
,,,,,,,
5347,FALSE,36,37,9,0,9,/m/03d9d6
,,,,,,,
5437,FALSE,8,9,9,0,9,/m/0cc63l
,,,,,,,
5631,FALSE,9,10,9,0,9,/m/08lpkq
,,,,,,,
5648,FALSE,21,22,9,0,9,/m/02wk4d
,,,,,,,
5711,FALSE,14,15,9,0,9,/m/0gt_0v
,,,,,,,
5724,FALSE,9,10,9,0,9,/m/0mpbj
,,,,,,,
5736,FALSE,13,14,9,0,9,/m/02y6fz
,,,,,,,
5827,FALSE,16,17,9,0,9,/m/06rqw
,,,,,,,
5844,FALSE,10,11,9,0,9,/m/01kymm
,,,,,,,
5852,FALSE,39,40,9,0,9,/m/02f77l
,,,,,,,
5856,FALSE,14,15,9,0,9,/m/01g0p5
,,,,,,,
5859,FALSE,24,25,9,0,9,/m/026zlh9
,,,,,,,
5959,FALSE,25,26,9,0,9,/m/0l8g0
,,,,,,,
6068,FALSE,37,38,9,0,9,/m/0bzm__
,,,,,,,
6097,FALSE,6,7,9,0,9,/m/027wvb
,,,,,,,
6120,FALSE,9,10,9,0,9,/m/04s934
,,,,,,,
6128,FALSE,19,20,9,0,9,/m/0dmtp
,,,,,,,
6160,FALSE,11,12,9,0,9,/m/0747nrk
,,,,,,,
6178,FALSE,13,14,9,0,9,/m/0bxbb
,,,,,,,
6219,FALSE,11,12,9,0,9,/m/0rsjf
,,,,,,,
6306,FALSE,24,25,9,0,9,/m/0b_75k
,,,,,,,
6316,FALSE,13,14,9,0,9,/m/01f2f8
,,,,,,,
6364,FALSE,11,12,9,0,9,/m/08hhm6
,,,,,,,
6471,FALSE,28,29,9,0,9,/m/01vtmw6
,,,,,,,
6540,FALSE,28,29,9,0,9,/m/0838y
,,,,,,,
6576,FALSE,34,35,9,0,9,/m/0178_w
,,,,,,,
6623,FALSE,21,22,9,0,9,/m/0bkf4
,,,,,,,
6691,FALSE,18,19,9,0,9,/m/081bls
,,,,,,,
6748,FALSE,24,25,9,0,9,/m/09r1j5
,,,,,,,
6868,FALSE,17,18,9,0,9,/m/0dqmt0
,,,,,,,
7158,FALSE,14,15,9,0,9,/m/02l96k
,,,,,,,
7160,FALSE,15,16,9,0,9,/m/053j4w4
,,,,,,,
7168,FALSE,16,17,9,0,9,/m/01mv_n
,,,,,,,
7233,FALSE,29,30,9,0,9,/m/01lv85
,,,,,,,
7299,FALSE,17,18,9,0,9,/m/0bt7w
,,,,,,,
7316,FALSE,26,27,9,0,9,/m/02v703
,,,,,,,
7341,FALSE,18,19,9,0,9,/m/0522wp
,,,,,,,
7342,FALSE,24,25,9,0,9,/m/06gcn
,,,,,,,
7375,FALSE,36,37,9,0,9,/m/0b_xm
,,,,,,,
7411,FALSE,14,15,9,0,9,/m/0mn8t
,,,,,,,
7535,FALSE,21,22,9,0,9,/m/05fgr_
,,,,,,,
7561,FALSE,7,8,9,0,9,/m/08vxk5
,,,,,,,
7599,FALSE,31,32,9,0,9,/m/06znpjr
,,,,,,,
7651,FALSE,17,18,9,0,9,/m/0ggh3
,,,,,,,
7678,FALSE,16,17,9,0,9,/m/010v8k
,,,,,,,
7700,FALSE,18,19,9,0,9,/m/036nz
,,,,,,,
7778,FALSE,13,14,9,0,9,/m/0jq2r
,,,,,,,
7818,FALSE,16,17,9,0,9,/m/046rfv
,,,,,,,
7837,FALSE,10,11,9,0,9,/m/07mz77
,,,,,,,
7873,FALSE,29,30,9,0,9,/m/04m2zj
,,,,,,,
7886,FALSE,12,13,9,0,9,/m/01516r
,,,,,,,
7936,FALSE,26,27,9,0,9,/m/04_jsg
,,,,,,,
7994,FALSE,19,20,9,0,9,/m/0725ny
,,,,,,,
8083,FALSE,36,37,9,0,9,/m/01wg25j
,,,,,,,
8090,FALSE,19,20,9,0,9,/m/02fv3t
,,,,,,,
8104,FALSE,21,22,9,0,9,/m/04xfb
,,,,,,,
8111,FALSE,20,21,9,0,9,/m/07ym0
,,,,,,,
8130,FALSE,21,22,9,0,9,/m/03ncb2
,,,,,,,
8136,FALSE,28,29,9,0,9,/m/09thp87
,,,,,,,
8165,FALSE,13,14,9,0,9,/m/045qmr
,,,,,,,
8227,FALSE,32,33,9,0,9,/m/05fly
,,,,,,,
8256,FALSE,19,20,9,0,9,/m/07jrjb
,,,,,,,
8288,FALSE,21,22,9,0,9,/m/02cff1
,,,,,,,
8418,FALSE,19,20,9,0,9,/m/01wx_y
,,,,,,,
8464,FALSE,13,14,9,0,9,/m/06z8gn
,,,,,,,
8516,FALSE,18,19,9,0,9,/m/025czw
,,,,,,,
8544,FALSE,12,13,9,0,9,/m/062qg
,,,,,,,
8632,FALSE,7,8,9,0,9,/m/042tq
,,,,,,,
8647,FALSE,22,23,9,0,9,/m/08gwzt
,,,,,,,
8651,FALSE,26,27,9,0,9,/m/0373qt
,,,,,,,
8667,FALSE,9,10,9,0,9,/m/019l3m
,,,,,,,
8742,FALSE,17,18,9,0,9,/m/0f6lx
,,,,,,,
8766,FALSE,26,27,9,0,9,/m/014zws
,,,,,,,
8767,FALSE,23,24,9,0,9,/m/03_nq
,,,,,,,
8846,FALSE,7,8,9,0,9,/m/07b2yw
,,,,,,,
8876,FALSE,27,28,9,0,9,/m/011_vz
,,,,,,,
8965,FALSE,21,22,9,0,9,/m/037w7r
,,,,,,,
9072,FALSE,6,7,9,0,9,/m/0f6rc
,,,,,,,
9090,FALSE,4,5,9,0,9,/m/01gjqb
,,,,,,,
9107,FALSE,22,23,9,0,9,/m/02m0sc
,,,,,,,
9146,FALSE,22,23,9,0,9,/m/0mfc0
,,,,,,,
9174,FALSE,5,6,9,0,9,/m/013nws
,,,,,,,
9215,FALSE,18,19,9,0,9,/m/0chgr2
,,,,,,,
9236,FALSE,12,13,9,0,9,/m/0bxg3
,,,,,,,
9269,FALSE,11,12,9,0,9,/m/028v3
,,,,,,,
9271,FALSE,23,24,9,0,9,/m/03_8kz
,,,,,,,
9347,FALSE,11,12,9,0,9,/m/0mwxl
,,,,,,,
9353,FALSE,27,28,9,0,9,/m/07gbf
,,,,,,,
9370,FALSE,16,17,9,0,9,/m/0q1lp
,,,,,,,
9381,FALSE,16,17,9,0,9,/m/01xg_w
,,,,,,,
9386,FALSE,10,11,9,0,9,/m/0vg8x
,,,,,,,
9422,FALSE,32,33,9,0,9,/m/01gssz
,,,,,,,
9465,FALSE,28,29,9,0,9,/m/01jpqb
,,,,,,,
9473,FALSE,11,12,9,0,9,/m/02v92l
,,,,,,,
9490,FALSE,23,24,9,0,9,/m/0641kkh
,,,,,,,
9539,FALSE,17,18,9,0,9,/m/02184q
,,,,,,,
9614,FALSE,10,11,9,0,9,/m/0ccqd7
,,,,,,,
9652,FALSE,15,16,9,0,9,/m/05f5rsr
,,,,,,,
9706,FALSE,5,6,9,0,9,/m/0144wg
,,,,,,,
9710,FALSE,18,19,9,0,9,/m/02j7k
,,,,,,,
9778,FALSE,15,16,9,0,9,/m/039xcr
,,,,,,,
9785,FALSE,17,18,9,0,9,/m/0pm85
,,,,,,,
9808,FALSE,17,18,9,0,9,/m/029v40
,,,,,,,
9812,FALSE,17,18,9,0,9,/m/04pp9s
,,,,,,,
9837,FALSE,21,22,9,0,9,/m/071xj
,,,,,,,
9942,FALSE,10,11,9,0,9,/m/040v3t
,,,,,,,
10039,FALSE,11,12,9,0,9,/m/02twdq
,,,,,,,
10155,FALSE,8,9,9,0,9,/m/02pfymy
,,,,,,,
10225,FALSE,19,20,9,0,9,/m/017dpj
,,,,,,,
10230,FALSE,14,15,9,0,9,/m/042d1
,,,,,,,
10280,FALSE,31,32,9,0,9,/m/09jm8
,,,,,,,
10322,FALSE,15,16,9,0,9,/m/0h924
,,,,,,,
10326,FALSE,15,16,9,0,9,/m/01tpl1p
,,,,,,,
10397,FALSE,20,21,9,0,9,/m/039yzf
,,,,,,,
10539,FALSE,7,8,9,0,9,/m/0mrhq
,,,,,,,
10556,FALSE,20,21,9,0,9,/m/0jm7n
,,,,,,,
10628,FALSE,26,27,9,0,9,/m/029k55
,,,,,,,
10652,FALSE,17,18,9,0,9,/m/03p7rp
,,,,,,,
10657,FALSE,17,18,9,0,9,/m/09jvl
,,,,,,,
10677,FALSE,21,22,9,0,9,/m/025tlyv
,,,,,,,
10687,FALSE,18,19,9,0,9,/m/01rw116
,,,,,,,
10696,FALSE,17,18,9,0,9,/m/03b04g
,,,,,,,
10765,FALSE,25,26,9,0,9,/m/013h9
,,,,,,,
10768,FALSE,10,11,9,0,9,/m/0d2kt
,,,,,,,
10794,FALSE,14,15,9,0,9,/m/0113sg
,,,,,,,
10809,FALSE,15,16,9,0,9,/m/01r4bps
,,,,,,,
10847,FALSE,20,21,9,0,9,/m/01pdgp
,,,,,,,
10863,FALSE,8,9,9,0,9,/m/0n_ps
,,,,,,,
10877,FALSE,12,13,9,0,9,/m/0ylzs
,,,,,,,
10931,FALSE,12,13,9,0,9,/m/03vpf_
,,,,,,,
10954,FALSE,6,7,9,0,9,/m/0nt4s
,,,,,,,
10955,FALSE,8,9,9,0,9,/m/0c75w
,,,,,,,
11026,FALSE,10,11,9,0,9,/m/09969
,,,,,,,
11041,FALSE,27,28,9,0,9,/m/0cj2w
,,,,,,,
11060,FALSE,9,10,9,0,9,/m/01c7y
,,,,,,,
11062,FALSE,13,14,9,0,9,/m/09hzw
,,,,,,,
11107,FALSE,12,13,9,0,9,/m/04hddx
,,,,,,,
11134,FALSE,23,24,9,0,9,/m/02j416
,,,,,,,
11145,FALSE,11,12,9,0,9,/m/02m_41
,,,,,,,
11175,FALSE,26,27,9,0,9,/m/03q27t
,,,,,,,
11216,FALSE,18,19,9,0,9,/m/0c73z
,,,,,,,
11219,FALSE,16,17,9,0,9,/m/0cpvcd
,,,,,,,
11231,FALSE,12,13,9,0,9,/m/0459z
,,,,,,,
11371,FALSE,8,9,9,0,9,/m/0hmyfsv
,,,,,,,
11374,FALSE,11,12,9,0,9,/m/0n59f
,,,,,,,
11381,FALSE,8,9,9,0,9,/m/0fs29
,,,,,,,
11386,FALSE,7,8,9,0,9,/m/01v27pl
,,,,,,,
11422,FALSE,5,6,9,0,9,/m/02v3m7
,,,,,,,
11450,FALSE,20,21,9,0,9,/m/01b8jj
,,,,,,,
11461,FALSE,13,14,9,0,9,/m/0f60c
,,,,,,,
11475,FALSE,2,3,9,0,9,/m/07mfk
,,,,,,,
11481,FALSE,7,8,9,0,9,/m/0fn7r
,,,,,,,
11488,FALSE,7,8,9,0,9,/m/013_gg
,,,,,,,
11505,FALSE,16,17,9,0,9,/m/01k6nm
,,,,,,,
11530,FALSE,13,14,9,0,9,/m/0ftxc
,,,,,,,
11543,FALSE,20,21,9,0,9,/m/09k9d0
,,,,,,,
11594,FALSE,6,7,9,0,9,/m/01z53w
,,,,,,,
11605,FALSE,13,14,9,0,9,/m/04q_g
,,,,,,,
11618,FALSE,13,14,9,0,9,/m/03fnyk
,,,,,,,
11642,FALSE,5,6,9,0,9,/m/0jc7g
,,,,,,,
11669,FALSE,7,8,9,0,9,/m/01f9wm
,,,,,,,
11699,FALSE,27,28,9,0,9,/m/0640m69
,,,,,,,
11735,FALSE,18,19,9,0,9,/m/01zh3_
,,,,,,,
11753,FALSE,12,13,9,0,9,/m/01_f90
,,,,,,,
11780,FALSE,11,12,9,0,9,/m/012b30
,,,,,,,
11823,FALSE,11,12,9,0,9,/m/0fx0j2
,,,,,,,
11852,FALSE,8,9,9,0,9,/m/0yp21
,,,,,,,
11907,FALSE,13,14,9,0,9,/m/07zhd7
,,,,,,,
11928,FALSE,9,10,9,0,9,/m/07jmnh
,,,,,,,
11941,FALSE,13,14,9,0,9,/m/013n0n
,,,,,,,
11967,FALSE,5,6,9,0,9,/m/0kzcv
,,,,,,,
11969,FALSE,13,14,9,0,9,/m/0r0ss
,,,,,,,
11979,FALSE,23,24,9,0,9,/m/030w19
,,,,,,,
12006,FALSE,21,22,9,0,9,/m/039wsf
,,,,,,,
12022,FALSE,18,19,9,0,9,/m/0fkzq
,,,,,,,
12035,FALSE,7,8,9,0,9,/m/01j28z
,,,,,,,
12066,FALSE,9,10,9,0,9,/m/015010
,,,,,,,
12083,FALSE,18,19,9,0,9,/m/02vkvcz
,,,,,,,
12166,FALSE,18,19,9,0,9,/m/054kmq
,,,,,,,
12178,FALSE,14,15,9,0,9,/m/04sd0
,,,,,,,
12180,FALSE,18,19,9,0,9,/m/0nbrp
,,,,,,,
12228,FALSE,15,16,9,0,9,/m/0d3mlc
,,,,,,,
12410,FALSE,13,14,9,0,9,/m/0r6c4
,,,,,,,
12487,FALSE,16,17,9,0,9,/m/089kpp
,,,,,,,
12592,FALSE,13,14,9,0,9,/m/0vp5f
,,,,,,,
12596,FALSE,19,20,9,0,9,/m/01y06y
,,,,,,,
12652,FALSE,15,16,9,0,9,/m/03wdsbz
,,,,,,,
12708,FALSE,6,7,9,0,9,/m/020bg
,,,,,,,
12795,FALSE,11,12,9,0,9,/m/03nn7l2
,,,,,,,
12803,FALSE,20,21,9,0,9,/m/01hbq0
,,,,,,,
12831,FALSE,12,13,9,0,9,/m/01zt10
,,,,,,,
12836,FALSE,9,10,9,0,9,/m/07y2b
,,,,,,,
12840,FALSE,2,3,9,0,9,/m/01sv6k
,,,,,,,
12861,FALSE,29,30,9,0,9,/m/0jg77
,,,,,,,
12886,FALSE,20,21,9,0,9,/m/0h6sv
,,,,,,,
13135,FALSE,8,9,9,0,9,/m/0gqfy
,,,,,,,
13148,FALSE,12,13,9,0,9,/m/058cm
,,,,,,,
13252,FALSE,9,10,9,0,9,/m/01m7mv
,,,,,,,
13300,FALSE,10,11,9,0,9,/m/0g970
,,,,,,,
13379,FALSE,8,9,9,0,9,/m/08xpv_
,,,,,,,
13386,FALSE,8,9,9,0,9,/m/0nv5y
,,,,,,,
13498,FALSE,12,13,9,0,9,/m/0443c
,,,,,,,
13510,FALSE,9,10,9,0,9,/m/04dn71w
,,,,,,,
13616,FALSE,2,3,9,0,9,/m/05xltf
,,,,,,,
13681,FALSE,13,14,9,0,9,/m/033db3
,,,,,,,
13689,FALSE,3,4,9,0,9,/m/078tg
,,,,,,,
13698,FALSE,7,8,9,0,9,/m/0sc6p
,,,,,,,
13759,FALSE,4,5,9,0,9,/m/08q1tg
,,,,,,,
13890,FALSE,3,4,9,0,9,/m/02bb8j
,,,,,,,
13958,FALSE,5,6,9,0,9,/m/014j0w
,,,,,,,
14012,FALSE,10,11,9,0,9,/m/0fkx3
,,,,,,,
14048,FALSE,5,6,9,0,9,/m/015j7
,,,,,,,
14155,FALSE,6,7,9,0,9,/m/026fn29
,,,,,,,
14160,FALSE,3,4,9,0,9,/m/023fxp
,,,,,,,
14314,FALSE,3,4,9,0,9,/m/01zk9d
,,,,,,,
1486,FALSE,57,58,100,1,99,/m/072x7s
,,,,,,,
1520,FALSE,60,61,100,1,99,/m/075wx7_
,,,,,,,
1990,FALSE,39,40,100,1,99,/m/07p62k
,,,,,,,
6070,FALSE,24,25,100,1,99,/m/08sk8l
,,,,,,,
6911,FALSE,46,47,100,1,99,/m/03wbzp
,,,,,,,
1761,FALSE,376,377,281,3,278,/m/0gqyl
,,,,,,,
4415,FALSE,260,261,281,3,278,/m/0dq_5
,,,,,,,
2093,FALSE,257,258,190,2,188,/m/06t2t
,,,,,,,
362,FALSE,131,132,99,1,98,/m/0159h6
,,,,,,,
3828,FALSE,178,179,99,1,98,/m/09sdmz
,,,,,,,
582,FALSE,97,98,98,1,97,/m/05kj_
,,,,,,,
2775,FALSE,145,146,98,1,97,/m/057xs89
,,,,,,,
3732,FALSE,98,99,98,1,97,/m/0fdys
,,,,,,,
3798,FALSE,99,100,98,1,97,/m/0498y
,,,,,,,
4078,FALSE,144,145,98,1,97,/m/02cx90
,,,,,,,
1568,FALSE,340,341,365,4,361,/m/019v9k
,,,,,,,
1439,FALSE,185,186,186,2,184,/m/02fqwt
,,,,,,,
121,TRUE,724,500,449,5,444,/m/03rjj
,,,,,,,
154,FALSE,55,56,96,1,95,/m/01mw1
,,,,,,,
2426,FALSE,159,160,96,1,95,/m/039v1
,,,,,,,
2695,FALSE,143,144,96,1,95,/m/0glt670
,,,,,,,
7373,FALSE,100,101,96,1,95,/m/0h95927
,,,,,,,
865,FALSE,219,220,182,2,180,/m/02x73k6
,,,,,,,
1694,FALSE,52,53,95,1,94,/m/026gyn_
,,,,,,,
2017,FALSE,117,118,95,1,94,/m/05sb1
,,,,,,,
2019,FALSE,110,111,95,1,94,/m/025m8l
,,,,,,,
3489,FALSE,68,69,95,1,94,/m/01d8yn
,,,,,,,
3516,FALSE,98,99,95,1,94,/m/07h34
,,,,,,,
854,FALSE,42,43,94,1,93,/m/0crfwmx
,,,,,,,
1744,FALSE,66,67,94,1,93,/m/0285c
,,,,,,,
3544,FALSE,32,33,94,1,93,/m/0br1w
,,,,,,,
4872,FALSE,81,82,94,1,93,/m/0bt3j9
,,,,,,,
5565,FALSE,47,48,94,1,93,/m/05650n
,,,,,,,
9401,FALSE,49,50,94,1,93,/m/01qg7c
,,,,,,,
1938,FALSE,333,334,265,3,262,/m/01vx2h
,,,,,,,
1376,FALSE,414,415,264,3,261,/m/06by7
,,,,,,,
3723,FALSE,56,57,93,1,92,/m/0jymd
,,,,,,,
396,FALSE,130,131,92,1,91,/m/017149
,,,,,,,
13777,FALSE,7,8,92,1,91,/m/088vmr
,,,,,,,
589,FALSE,118,119,91,1,90,/m/04zx3q1
,,,,,,,
1470,FALSE,162,163,91,1,90,/m/02tr7d
,,,,,,,
1661,FALSE,77,78,91,1,90,/m/016ywr
,,,,,,,
2118,FALSE,145,146,91,1,90,/m/02x17s4
,,,,,,,
2304,FALSE,95,96,91,1,90,/m/0lx2l
,,,,,,,
7313,FALSE,107,108,91,1,90,/m/0d2b38
,,,,,,,
9582,FALSE,31,32,91,1,90,/m/022q4j
,,,,,,,
2738,FALSE,210,211,173,2,171,/m/02j62
,,,,,,,
70,FALSE,421,422,255,3,252,/m/0jgd
,,,,,,,
776,FALSE,411,412,255,3,252,/m/04n6k
,,,,,,,
653,FALSE,34,35,90,1,89,/m/04yj5z
,,,,,,,
7358,FALSE,65,66,90,1,89,/m/01rr_d
,,,,,,,
9901,FALSE,32,33,90,1,89,/m/01vzxld
,,,,,,,
1808,FALSE,203,204,171,2,169,/m/05k7sb
,,,,,,,
572,TRUE,714,500,333,4,329,/m/018vs
,,,,,,,
32,FALSE,119,120,89,1,88,/m/04bdxl
,,,,,,,
193,FALSE,4,5,8,0,8,/m/0rtv
,,,,,,,
425,FALSE,17,18,8,0,8,/m/02211by
,,,,,,,
453,FALSE,10,11,8,0,8,/m/018dnt
,,,,,,,
456,FALSE,25,26,8,0,8,/m/02p_7cr
,,,,,,,
586,FALSE,18,19,8,0,8,/m/09byk
,,,,,,,
592,FALSE,8,9,8,0,8,/m/041ly3
,,,,,,,
712,FALSE,17,18,8,0,8,/m/02z9hqn
,,,,,,,
862,FALSE,14,15,8,0,8,/m/012cph
,,,,,,,
899,FALSE,21,22,8,0,8,/m/01x66d
,,,,,,,
965,FALSE,15,16,8,0,8,/m/0356lc
,,,,,,,
1086,FALSE,42,43,8,0,8,/m/0bm02
,,,,,,,
1237,FALSE,16,17,8,0,8,/m/0mnzd
,,,,,,,
1485,FALSE,31,32,8,0,8,/m/01wv9xn
,,,,,,,
1563,FALSE,10,11,8,0,8,/m/02zv4b
,,,,,,,
1586,FALSE,4,5,8,0,8,/m/0m_xy
,,,,,,,
