id,truncated,total connections,actual connections,appearance count,correct appearances,incorrect appearances,vocab
8467,FALSE,48,49,30,1,29,/m/03x16f
,,,,,,,
8962,FALSE,30,31,30,1,29,/m/01w5gg6
,,,,,,,
9186,FALSE,7,8,30,1,29,/m/05yvfd
,,,,,,,
9724,FALSE,49,50,30,1,29,/m/04vmqg
,,,,,,,
9965,FALSE,20,21,30,1,29,/m/0k_mt
,,,,,,,
10201,FALSE,55,56,30,1,29,/m/0b25vg
,,,,,,,
10344,FALSE,44,45,30,1,29,/m/01y_rz
,,,,,,,
10585,FALSE,35,36,30,1,29,/m/02d45s
,,,,,,,
10630,FALSE,13,14,30,1,29,/m/02_1ky
,,,,,,,
10770,FALSE,18,19,30,1,29,/m/07_dn
,,,,,,,
10896,FALSE,13,14,30,1,29,/m/044bn
,,,,,,,
11437,FALSE,7,8,30,1,29,/m/0561xh
,,,,,,,
11975,FALSE,16,17,30,1,29,/m/044pqn
,,,,,,,
12259,FALSE,7,8,30,1,29,/m/0kv36
,,,,,,,
12464,FALSE,6,7,30,1,29,/m/0627zr
,,,,,,,
12575,FALSE,39,40,30,1,29,/m/063b4k
,,,,,,,
13163,FALSE,15,16,30,1,29,/m/058z1hb
,,,,,,,
13553,FALSE,5,6,30,1,29,/m/0qkj7
,,,,,,,
13835,FALSE,19,20,30,1,29,/m/0ym20
,,,,,,,
13848,FALSE,11,12,30,1,29,/m/087r4
,,,,,,,
1232,FALSE,84,85,57,2,55,/m/0p_2r
,,,,,,,
2100,FALSE,36,37,57,2,55,/m/05k2xy
,,,,,,,
3584,FALSE,39,40,57,2,55,/m/0d_wms
,,,,,,,
6423,FALSE,30,31,57,2,55,/m/05dtsb
,,,,,,,
7746,FALSE,55,56,57,2,55,/m/03nsm5x
,,,,,,,
7923,FALSE,50,51,57,2,55,/m/06fq2
,,,,,,,
9966,FALSE,35,36,57,2,55,/m/023vcd
,,,,,,,
10140,FALSE,26,27,57,2,55,/m/02qw_v
,,,,,,,
12318,FALSE,10,11,57,2,55,/m/0jcmj
,,,,,,,
2014,FALSE,119,120,110,4,106,/m/0l6mp
,,,,,,,
3206,FALSE,130,131,110,4,106,/m/02l4pj
,,,,,,,
9071,FALSE,68,69,110,4,106,/m/01g03q
,,,,,,,
782,FALSE,98,99,83,3,80,/m/0b6tzs
,,,,,,,
549,FALSE,70,71,56,2,54,/m/06n7h7
,,,,,,,
1201,FALSE,59,60,56,2,54,/m/0bjrnt
,,,,,,,
4050,FALSE,41,42,56,2,54,/m/0sxkh
,,,,,,,
5984,FALSE,77,78,56,2,54,/m/01x4sb
,,,,,,,
8205,FALSE,42,43,56,2,54,/m/02czd5
,,,,,,,
12096,FALSE,6,7,56,2,54,/m/02mgp
,,,,,,,
2702,FALSE,277,278,82,3,79,/m/0l14j_
,,,,,,,
3527,FALSE,94,95,82,3,79,/m/09r9dp
,,,,,,,
8935,FALSE,45,46,82,3,79,/m/03c6vl
,,,,,,,
10419,FALSE,40,41,82,3,79,/m/01m5m5b
,,,,,,,
11126,FALSE,10,11,82,3,79,/m/010cw1
,,,,,,,
842,FALSE,40,41,29,1,28,/m/01m13b
,,,,,,,
1212,FALSE,54,55,29,1,28,/m/0sxfd
,,,,,,,
1277,FALSE,71,72,29,1,28,/m/03twd6
,,,,,,,
1310,FALSE,47,48,29,1,28,/m/02r4qs
,,,,,,,
1445,FALSE,48,49,29,1,28,/m/09txzv
,,,,,,,
1653,FALSE,44,45,29,1,28,/m/0m491
,,,,,,,
2099,FALSE,54,55,29,1,28,/m/01ck6h
,,,,,,,
2228,FALSE,44,45,29,1,28,/m/0c6g1l
,,,,,,,
2549,FALSE,52,53,29,1,28,/m/05q4y12
,,,,,,,
2589,FALSE,44,45,29,1,28,/m/01b64v
,,,,,,,
3081,FALSE,51,52,29,1,28,/m/0946bb
,,,,,,,
3630,FALSE,39,40,29,1,28,/m/01v40wd
,,,,,,,
3889,FALSE,81,82,29,1,28,/m/0294fd
,,,,,,,
4165,FALSE,36,37,29,1,28,/m/043sct5
,,,,,,,
4324,FALSE,35,36,29,1,28,/m/04x4vj
,,,,,,,
5222,FALSE,58,59,29,1,28,/m/0kr_t
,,,,,,,
5271,FALSE,25,26,29,1,28,/m/05dtwm
,,,,,,,
5301,FALSE,25,26,29,1,28,/m/06c97
,,,,,,,
5443,FALSE,12,13,29,1,28,/m/03llf8
,,,,,,,
5566,FALSE,50,51,29,1,28,/m/02ch1w
,,,,,,,
5838,FALSE,16,17,29,1,28,/m/095kp
,,,,,,,
5888,FALSE,65,66,29,1,28,/m/01w9wwg
,,,,,,,
7351,FALSE,51,52,29,1,28,/m/02825nf
,,,,,,,
8218,FALSE,20,21,29,1,28,/m/01l_w0
,,,,,,,
8328,FALSE,31,32,29,1,28,/m/0226cw
,,,,,,,
8366,FALSE,40,41,29,1,28,/m/0jgwf
,,,,,,,
8592,FALSE,23,24,29,1,28,/m/03lmzl
,,,,,,,
9047,FALSE,16,17,29,1,28,/m/08qmfm
,,,,,,,
9144,FALSE,14,15,29,1,28,/m/02l101
,,,,,,,
9256,FALSE,16,17,29,1,28,/m/03w1lf
,,,,,,,
9555,FALSE,10,11,29,1,28,/m/02hqt6
,,,,,,,
9947,FALSE,12,13,29,1,28,/m/01nbq4
,,,,,,,
10143,FALSE,11,12,29,1,28,/m/04m8fy
,,,,,,,
10970,FALSE,19,20,29,1,28,/m/0m9c1
,,,,,,,
11611,FALSE,10,11,29,1,28,/m/01m_zd
,,,,,,,
11765,FALSE,5,6,29,1,28,/m/0d8cr0
,,,,,,,
11859,FALSE,9,10,29,1,28,/m/07f7jp
,,,,,,,
13620,FALSE,15,16,29,1,28,/m/0w6w
,,,,,,,
3034,FALSE,199,200,108,4,104,/m/0154qm
,,,,,,,
851,FALSE,31,32,55,2,53,/m/01fkv0
,,,,,,,
3979,FALSE,48,49,55,2,53,/m/0713r
,,,,,,,
4303,FALSE,66,67,55,2,53,/m/03558l
,,,,,,,
4591,FALSE,80,81,55,2,53,/m/05y5kf
,,,,,,,
6736,FALSE,46,47,55,2,53,/m/02js9p
,,,,,,,
7762,FALSE,61,62,55,2,53,/m/029m83
,,,,,,,
8657,FALSE,14,15,55,2,53,/m/0s6jm
,,,,,,,
8816,FALSE,45,46,55,2,53,/m/0dqcm
,,,,,,,
8887,FALSE,29,30,55,2,53,/m/01qqv5
,,,,,,,
10618,FALSE,26,27,55,2,53,/m/01fsv9
,,,,,,,
7147,FALSE,45,46,81,3,78,/m/042fgh
,,,,,,,
2440,FALSE,455,456,473,18,455,/m/02hcv8
,,,,,,,
1865,FALSE,63,64,54,2,52,/m/01541z
,,,,,,,
2699,FALSE,26,27,54,2,52,/m/0fvzg
,,,,,,,
3284,FALSE,94,95,54,2,52,/m/024tcq
,,,,,,,
4528,FALSE,31,32,54,2,52,/m/0n6kf
,,,,,,,
5330,FALSE,50,51,54,2,52,/m/05kh_
,,,,,,,
7864,FALSE,52,53,54,2,52,/m/01wvxw1
,,,,,,,
8198,FALSE,32,33,54,2,52,/m/078mm1
,,,,,,,
10243,FALSE,30,31,54,2,52,/m/070zc
,,,,,,,
274,FALSE,62,63,28,1,27,/m/02896
,,,,,,,
876,FALSE,62,63,28,1,27,/m/08r4x3
,,,,,,,
1373,FALSE,17,18,28,1,27,/m/01pl9g
,,,,,,,
1675,FALSE,36,37,28,1,27,/m/02qw1zx
,,,,,,,
2022,FALSE,52,53,28,1,27,/m/02p11jq
,,,,,,,
2081,FALSE,17,18,28,1,27,/m/0b_77q
,,,,,,,
2398,FALSE,71,72,28,1,27,/m/01z27
,,,,,,,
2675,FALSE,28,29,28,1,27,/m/03kg2v
,,,,,,,
2676,FALSE,75,76,28,1,27,/m/02qvl7
,,,,,,,
2749,FALSE,5,6,28,1,27,/m/01qx13
,,,,,,,
3511,FALSE,18,19,28,1,27,/m/01rm8b
,,,,,,,
3617,FALSE,54,55,28,1,27,/m/0b1f49
,,,,,,,
3660,FALSE,6,7,28,1,27,/m/0288crq
,,,,,,,
3747,FALSE,40,41,28,1,27,/m/0163m1
,,,,,,,
3966,FALSE,46,47,28,1,27,/m/04k4l
,,,,,,,
4242,FALSE,58,59,28,1,27,/m/09btt1
,,,,,,,
4594,FALSE,49,50,28,1,27,/m/070m12
,,,,,,,
4943,FALSE,43,44,28,1,27,/m/01s3vk
,,,,,,,
5421,FALSE,19,20,28,1,27,/m/031y07
,,,,,,,
6692,FALSE,60,61,28,1,27,/m/026n9h3
,,,,,,,
6824,FALSE,19,20,28,1,27,/m/036qs_
,,,,,,,
6907,FALSE,29,30,28,1,27,/m/063k3h
,,,,,,,
7423,FALSE,56,57,28,1,27,/m/02jxkw
,,,,,,,
7462,FALSE,26,27,28,1,27,/m/02404v
,,,,,,,
7686,FALSE,68,69,28,1,27,/m/054knh
,,,,,,,
8037,FALSE,33,34,28,1,27,/m/0gvsh7l
,,,,,,,
8097,FALSE,46,47,28,1,27,/m/06hgym
,,,,,,,
9009,FALSE,22,23,28,1,27,/m/04mhbh
,,,,,,,
9375,FALSE,57,58,28,1,27,/m/02ct_k
,,,,,,,
11549,FALSE,24,25,28,1,27,/m/0420y
,,,,,,,
12144,FALSE,60,61,28,1,27,/m/04m064
,,,,,,,
12507,FALSE,13,14,28,1,27,/m/02qx5h
,,,,,,,
13402,FALSE,3,4,28,1,27,/m/07_q87
,,,,,,,
13496,FALSE,12,13,28,1,27,/m/0jmnl
,,,,,,,
13593,FALSE,13,14,28,1,27,/m/044ptm
,,,,,,,
13971,FALSE,7,8,28,1,27,/m/0y2tr
,,,,,,,
4676,FALSE,51,52,79,3,76,/m/03h304l
,,,,,,,
289,FALSE,156,157,130,5,125,/m/047lj
,,,,,,,
7134,FALSE,94,95,130,5,125,/m/04vmp
,,,,,,,
1758,FALSE,363,364,104,4,100,/m/04rzd
,,,,,,,
281,FALSE,106,107,53,2,51,/m/01qscs
,,,,,,,
745,FALSE,44,45,53,2,51,/m/04969y
,,,,,,,
978,FALSE,17,18,53,2,51,/m/0dhdp
,,,,,,,
3061,FALSE,76,77,53,2,51,/m/02rzdcp
,,,,,,,
4604,FALSE,68,69,53,2,51,/m/02d42t
,,,,,,,
11322,FALSE,21,22,53,2,51,/m/0b4rf3
,,,,,,,
12793,FALSE,9,10,53,2,51,/m/06101p
,,,,,,,
312,FALSE,381,382,154,6,148,/m/042v_gx
,,,,,,,
928,FALSE,182,183,128,5,123,/m/06fvc
,,,,,,,
4198,FALSE,105,106,77,3,74,/m/05pdh86
,,,,,,,
7939,FALSE,37,38,77,3,74,/m/03m5y9p
,,,,,,,
68,FALSE,78,79,52,2,50,/m/01vvydl
,,,,,,,
4406,FALSE,71,72,52,2,50,/m/07jbh
,,,,,,,
4913,FALSE,43,44,52,2,50,/m/0cq8qq
,,,,,,,
5196,FALSE,73,74,52,2,50,/m/028r4y
,,,,,,,
5726,FALSE,32,33,52,2,50,/m/027j9wd
,,,,,,,
7787,FALSE,72,73,52,2,50,/m/031k24
,,,,,,,
10361,FALSE,13,14,52,2,50,/m/05vc35
,,,,,,,
10776,FALSE,16,17,52,2,50,/m/02_pft
,,,,,,,
804,FALSE,73,74,101,4,97,/m/03pmty
,,,,,,,
1067,FALSE,25,26,27,1,26,/m/0fvvz
,,,,,,,
1346,FALSE,64,65,27,1,26,/m/0crx5w
,,,,,,,
1464,FALSE,87,88,27,1,26,/m/01w4dy
,,,,,,,
1655,FALSE,47,48,27,1,26,/m/0b76t12
,,,,,,,
1875,FALSE,18,19,27,1,26,/m/099ty
,,,,,,,
3063,FALSE,43,44,27,1,26,/m/02p0szs
,,,,,,,
3428,FALSE,44,45,27,1,26,/m/019fh
,,,,,,,
4157,FALSE,54,55,27,1,26,/m/06zn2v2
,,,,,,,
4643,FALSE,99,100,27,1,26,/m/03ndd
,,,,,,,
4747,FALSE,30,31,27,1,26,/m/04nm0n0
,,,,,,,
5794,FALSE,48,49,27,1,26,/m/025j1t
,,,,,,,
6164,FALSE,49,50,27,1,26,/m/0bdt8
,,,,,,,
6174,FALSE,41,42,27,1,26,/m/0bz3jx
,,,,,,,
6621,FALSE,65,66,27,1,26,/m/04lhc4
,,,,,,,
7076,FALSE,41,42,27,1,26,/m/0258dh
,,,,,,,
7223,FALSE,39,40,27,1,26,/m/0gd92
,,,,,,,
7475,FALSE,60,61,27,1,26,/m/03mszl
,,,,,,,
8579,FALSE,21,22,27,1,26,/m/0mfj2
,,,,,,,
10016,FALSE,34,35,27,1,26,/m/02rv1w
,,,,,,,
10210,FALSE,58,59,27,1,26,/m/030hbp
,,,,,,,
10228,FALSE,33,34,27,1,26,/m/09fqgj
,,,,,,,
10717,FALSE,12,13,27,1,26,/m/0223g8
,,,,,,,
11272,FALSE,10,11,27,1,26,/m/0168t
,,,,,,,
11444,FALSE,8,9,27,1,26,/m/04cmrt
,,,,,,,
11561,FALSE,14,15,27,1,26,/m/06w92
,,,,,,,
13410,FALSE,5,6,27,1,26,/m/0hknf
,,,,,,,
13585,FALSE,11,12,27,1,26,/m/0fplg
,,,,,,,
13950,FALSE,7,8,27,1,26,/m/0msck
,,,,,,,
1048,TRUE,602,500,347,14,333,/m/059j2
,,,,,,,
210,FALSE,87,88,76,3,73,/m/0j1z8
,,,,,,,
4272,FALSE,77,78,125,5,120,/m/0q9sg
,,,,,,,
1696,FALSE,88,89,173,7,166,/m/05kr_
,,,,,,,
5373,FALSE,85,86,124,5,119,/m/0382m4
,,,,,,,
2133,FALSE,38,39,51,2,49,/m/0bymv
,,,,,,,
2498,FALSE,45,46,51,2,49,/m/034g2b
,,,,,,,
3404,FALSE,8,9,51,2,49,/m/059xvg
,,,,,,,
4020,FALSE,30,31,51,2,49,/m/0k8y7
,,,,,,,
5739,FALSE,55,56,51,2,49,/m/04j13sx
,,,,,,,
8309,FALSE,63,64,51,2,49,/m/0jhd
,,,,,,,
3291,FALSE,37,38,75,3,72,/m/039bpc
,,,,,,,
5371,FALSE,47,48,75,3,72,/m/0603qp
,,,,,,,
6155,FALSE,30,31,75,3,72,/m/01699
,,,,,,,
7466,FALSE,24,25,75,3,72,/m/02ldmw
,,,,,,,
10348,FALSE,34,35,75,3,72,/m/0fvppk
,,,,,,,
3623,FALSE,51,52,98,4,94,/m/0198b6
,,,,,,,
7705,FALSE,45,46,98,4,94,/m/0gd9k
,,,,,,,
10020,FALSE,38,39,74,3,71,/m/07qcbw
,,,,,,,
5028,FALSE,49,50,50,2,48,/m/02c6pq
,,,,,,,
5142,FALSE,79,80,50,2,48,/m/01yg9y
,,,,,,,
7903,FALSE,45,46,50,2,48,/m/0888c3
,,,,,,,
8170,FALSE,55,56,50,2,48,/m/02k1b
,,,,,,,
10,FALSE,29,30,26,1,25,/m/0cnk2q
,,,,,,,
543,FALSE,55,56,26,1,25,/m/01ct6
,,,,,,,
711,FALSE,90,91,26,1,25,/m/0dwvl
,,,,,,,
964,FALSE,11,12,26,1,25,/m/01gjd0
,,,,,,,
1025,FALSE,40,41,26,1,25,/m/02sjf5
,,,,,,,
1702,FALSE,27,28,26,1,25,/m/07wbk
,,,,,,,
2277,FALSE,38,39,26,1,25,/m/01kf4tt
,,,,,,,
3409,FALSE,47,48,26,1,25,/m/01gtcc
,,,,,,,
3500,FALSE,46,47,26,1,25,/m/04x4s2
,,,,,,,
3980,FALSE,66,67,26,1,25,/m/028c_8
,,,,,,,
4113,FALSE,40,41,26,1,25,/m/057lbk
,,,,,,,
4189,FALSE,31,32,26,1,25,/m/016y_f
,,,,,,,
4377,FALSE,42,43,26,1,25,/m/03h610
,,,,,,,
4735,FALSE,47,48,26,1,25,/m/01gstn
,,,,,,,
5014,FALSE,58,59,26,1,25,/m/01xzb6
,,,,,,,
5259,FALSE,15,16,26,1,25,/m/01h6pn
,,,,,,,
5571,FALSE,20,21,26,1,25,/m/067z2v
,,,,,,,
5649,FALSE,31,32,26,1,25,/m/09v8db5
,,,,,,,
5737,FALSE,57,58,26,1,25,/m/02zft0
,,,,,,,
5780,FALSE,23,24,26,1,25,/m/0fn2g
,,,,,,,
7452,FALSE,34,35,26,1,25,/m/0bl60p
,,,,,,,
7665,FALSE,41,42,26,1,25,/m/01h7xx
,,,,,,,
8222,FALSE,34,35,26,1,25,/m/03wj4r8
,,,,,,,
8489,FALSE,30,31,26,1,25,/m/07dnx
,,,,,,,
8672,FALSE,16,17,26,1,25,/m/024bqj
,,,,,,,
8781,FALSE,52,53,26,1,25,/m/02p86pb
,,,,,,,
9219,FALSE,21,22,26,1,25,/m/027pwzc
,,,,,,,
9464,FALSE,39,40,26,1,25,/m/0gm2_0
,,,,,,,
9784,FALSE,34,35,26,1,25,/m/0b455l
,,,,,,,
11121,FALSE,35,36,26,1,25,/m/05mxw33
,,,,,,,
11324,FALSE,35,36,26,1,25,/m/024_vw
,,,,,,,
11964,FALSE,13,14,26,1,25,/m/03fn5s
,,,,,,,
12944,FALSE,9,10,26,1,25,/m/0sl2w
,,,,,,,
1089,FALSE,62,63,97,4,93,/m/04wgh
,,,,,,,
1770,FALSE,126,127,168,7,161,/m/03z19
,,,,,,,
2923,FALSE,65,66,73,3,70,/m/04cw0j
,,,,,,,
158,FALSE,36,37,49,2,47,/m/01l1b90
,,,,,,,
960,FALSE,98,99,49,2,47,/m/04vr_f
,,,,,,,
1161,FALSE,61,62,49,2,47,/m/01pv51
,,,,,,,
1592,FALSE,38,39,49,2,47,/m/03gr7w
,,,,,,,
2080,FALSE,69,70,49,2,47,/m/01ww2fs
,,,,,,,
2121,FALSE,33,34,49,2,47,/m/01_vfy
,,,,,,,
2468,FALSE,49,50,49,2,47,/m/02ld6x
,,,,,,,
3471,FALSE,36,37,49,2,47,/m/01y9xg
,,,,,,,
8189,FALSE,34,35,49,2,47,/m/0nbwf
,,,,,,,
10938,FALSE,20,21,49,2,47,/m/024yxd
,,,,,,,
6464,FALSE,30,31,72,3,69,/m/06bss
,,,,,,,
926,FALSE,290,291,351,15,336,/m/01nv4h
,,,,,,,
3578,FALSE,90,91,71,3,68,/m/07s8hms
,,,,,,,
1030,FALSE,37,38,48,2,46,/m/0gjk1d
,,,,,,,
3425,FALSE,27,28,48,2,46,/m/0fx02
,,,,,,,
3883,FALSE,52,53,48,2,46,/m/026n3rs
,,,,,,,
4568,FALSE,86,87,48,2,46,/m/01wy5m
,,,,,,,
7051,FALSE,86,87,48,2,46,/m/016jny
,,,,,,,
8345,FALSE,8,9,48,2,46,/m/0nv2x
,,,,,,,
8474,FALSE,34,35,48,2,46,/m/0yxl
,,,,,,,
1247,FALSE,304,305,162,7,155,/m/01vdm0
,,,,,,,
662,FALSE,45,46,25,1,24,/m/084qpk
,,,,,,,
801,FALSE,18,19,25,1,24,/m/0d0vj4
,,,,,,,
1539,FALSE,65,66,25,1,24,/m/0sx8l
,,,,,,,
2967,FALSE,102,103,25,1,24,/m/02snj9
,,,,,,,
3789,FALSE,68,69,25,1,24,/m/050z2
,,,,,,,
3826,FALSE,38,39,25,1,24,/m/02kfzz
,,,,,,,
3881,FALSE,23,24,25,1,24,/m/035wtd
,,,,,,,
4150,FALSE,52,53,25,1,24,/m/06msq2
,,,,,,,
4600,FALSE,53,54,25,1,24,/m/01w40h
,,,,,,,
5194,FALSE,48,49,25,1,24,/m/0fjyzt
,,,,,,,
5622,FALSE,27,28,25,1,24,/m/077rj
,,,,,,,
6588,FALSE,58,59,25,1,24,/m/03m9c8
,,,,,,,
7533,FALSE,15,16,25,1,24,/m/024my5
,,,,,,,
7608,FALSE,47,48,25,1,24,/m/04z_3pm
,,,,,,,
7981,FALSE,46,47,25,1,24,/m/04_1l0v
,,,,,,,
8197,FALSE,36,37,25,1,24,/m/012201
,,,,,,,
8296,FALSE,46,47,25,1,24,/m/0qmfz
,,,,,,,
8729,FALSE,48,49,25,1,24,/m/016vqk
,,,,,,,
8860,FALSE,8,9,25,1,24,/m/05nqq3
,,,,,,,
8967,FALSE,66,67,25,1,24,/m/0pk41
,,,,,,,
9214,FALSE,30,31,25,1,24,/m/01j6mff
,,,,,,,
9553,FALSE,30,31,25,1,24,/m/03y9p40
,,,,,,,
9603,FALSE,8,9,25,1,24,/m/0174qm
,,,,,,,
9953,FALSE,7,8,25,1,24,/m/04j0s3
,,,,,,,
11081,FALSE,33,34,25,1,24,/m/025twgt
,,,,,,,
11768,FALSE,15,16,25,1,24,/m/03gr14
,,,,,,,
11808,FALSE,24,25,25,1,24,/m/01352_
,,,,,,,
11821,FALSE,46,47,25,1,24,/m/0163kf
,,,,,,,
12049,FALSE,13,14,25,1,24,/m/05hf_5
,,,,,,,
2435,FALSE,63,64,93,4,89,/m/02mjmr
,,,,,,,
975,FALSE,33,34,70,3,67,/m/0lgsq
,,,,,,,
1309,FALSE,42,43,70,3,67,/m/01pw2f1
,,,,,,,
4312,FALSE,32,33,70,3,67,/m/021pqy
,,,,,,,
2523,FALSE,131,132,92,4,88,/m/015t56
,,,,,,,
1953,FALSE,83,84,47,2,45,/m/01w60_p
,,,,,,,
2707,FALSE,65,66,47,2,45,/m/0kpys
,,,,,,,
5616,FALSE,45,46,47,2,45,/m/02lxrv
,,,,,,,
6727,FALSE,38,39,47,2,45,/m/01ck6v
,,,,,,,
7685,FALSE,21,22,47,2,45,/m/0l2xl
,,,,,,,
9447,FALSE,15,16,47,2,45,/m/0ckcvk
,,,,,,,
9579,FALSE,52,53,47,2,45,/m/0g57wgv
,,,,,,,
2877,FALSE,126,127,69,3,66,/m/09n4nb
,,,,,,,
9935,FALSE,32,33,69,3,66,/m/025y9fn
,,,,,,,
3507,FALSE,54,55,90,4,86,/m/02yj7w
,,,,,,,
5560,FALSE,70,71,90,4,86,/m/01z7s_
,,,,,,,
7660,FALSE,16,17,90,4,86,/m/01qwb5
,,,,,,,
9809,FALSE,68,69,90,4,86,/m/07g9f
,,,,,,,
13324,FALSE,3,4,90,4,86,/m/04kllm9
,,,,,,,
5366,FALSE,46,47,68,3,65,/m/02bqy
,,,,,,,
8461,FALSE,58,59,68,3,65,/m/026rm_y
,,,,,,,
2175,FALSE,36,37,46,2,44,/m/01jsn5
,,,,,,,
5498,FALSE,44,45,46,2,44,/m/0fpzwf
,,,,,,,
6855,FALSE,24,25,46,2,44,/m/02l1fn
,,,,,,,
10719,FALSE,26,27,46,2,44,/m/0r3tq
,,,,,,,
166,FALSE,48,49,24,1,23,/m/01ypc
,,,,,,,
190,FALSE,46,47,24,1,23,/m/0yyg4
,,,,,,,
1095,FALSE,24,25,24,1,23,/m/028p0
,,,,,,,
1186,FALSE,39,40,24,1,23,/m/0262zm
,,,,,,,
1214,FALSE,52,53,24,1,23,/m/04mz10g
,,,,,,,
1229,FALSE,21,22,24,1,23,/m/02vw1w2
,,,,,,,
1420,FALSE,35,36,24,1,23,/m/01f1jy
,,,,,,,
2232,FALSE,108,109,24,1,23,/m/021bmf
,,,,,,,
2394,FALSE,55,56,24,1,23,/m/0gz6b6g
,,,,,,,
2528,FALSE,28,29,24,1,23,/m/04sylm
,,,,,,,
2603,FALSE,48,49,24,1,23,/m/08swgx
,,,,,,,
2715,FALSE,68,69,24,1,23,/m/01v8y9
,,,,,,,
2765,FALSE,27,28,24,1,23,/m/0kb57
,,,,,,,
2892,FALSE,40,41,24,1,23,/m/0htww
,,,,,,,
2945,FALSE,30,31,24,1,23,/m/02rmfm
,,,,,,,
3275,FALSE,32,33,24,1,23,/m/0c34mt
,,,,,,,
3365,FALSE,55,56,24,1,23,/m/027hjff
,,,,,,,
3378,FALSE,26,27,24,1,23,/m/09p06
,,,,,,,
4450,FALSE,36,37,24,1,23,/m/013q0p
,,,,,,,
4507,FALSE,17,18,24,1,23,/m/0b80__
,,,,,,,
4916,FALSE,17,18,24,1,23,/m/06sff
,,,,,,,
5442,FALSE,39,40,24,1,23,/m/026g4l_
,,,,,,,
5482,FALSE,54,55,24,1,23,/m/0355dz
,,,,,,,
5626,FALSE,34,35,24,1,23,/m/0db86
,,,,,,,
5754,FALSE,27,28,24,1,23,/m/0143wl
,,,,,,,
5765,FALSE,83,84,24,1,23,/m/05kms
,,,,,,,
6046,FALSE,26,27,24,1,23,/m/0dsx3f
,,,,,,,
6134,FALSE,21,22,24,1,23,/m/0nvt9
,,,,,,,
6865,FALSE,28,29,24,1,23,/m/06h7l7
,,,,,,,
7013,FALSE,27,28,24,1,23,/m/0274v0r
,,,,,,,
7790,FALSE,21,22,24,1,23,/m/04bbpm
,,,,,,,
8567,FALSE,27,28,24,1,23,/m/0170k0
,,,,,,,
9329,FALSE,21,22,24,1,23,/m/02t8yb
,,,,,,,
9480,FALSE,34,35,24,1,23,/m/0bwjj
,,,,,,,
9827,FALSE,42,43,24,1,23,/m/05w5d
,,,,,,,
10244,FALSE,31,32,24,1,23,/m/01q24l
,,,,,,,
10454,FALSE,30,31,24,1,23,/m/03plfd
,,,,,,,
10740,FALSE,7,8,24,1,23,/m/05rnp1
,,,,,,,
10992,FALSE,11,12,24,1,23,/m/027lf1
,,,,,,,
12283,FALSE,21,22,24,1,23,/m/0bhtzw
,,,,,,,
12746,FALSE,32,33,24,1,23,/m/0422v0
,,,,,,,
13134,FALSE,11,12,24,1,23,/m/02lf_x
,,,,,,,
1927,FALSE,90,91,132,6,126,/m/015pxr
,,,,,,,
1930,TRUE,568,500,498,23,475,/m/03rk0
,,,,,,,
2664,FALSE,51,52,45,2,43,/m/0249kn
,,,,,,,
4522,FALSE,24,25,45,2,43,/m/0cymp
,,,,,,,
5908,FALSE,44,45,45,2,43,/m/07ncs0
,,,,,,,
7815,FALSE,38,39,45,2,43,/m/0brkwj
,,,,,,,
8540,FALSE,31,32,45,2,43,/m/01j590z
,,,,,,,
8558,FALSE,30,31,45,2,43,/m/05sy0cv
,,,,,,,
9356,FALSE,28,29,45,2,43,/m/0d7vtk
,,,,,,,
1042,FALSE,125,126,66,3,63,/m/016gr2
,,,,,,,
2085,FALSE,102,103,87,4,83,/m/011zd3
,,,,,,,
92,TRUE,4286,500,3883,184,3699,/m/09nqf
,,,,,,,
209,FALSE,12,13,2,0,2,/m/0t015
,,,,,,,
240,FALSE,11,12,2,0,2,/m/01gxqf
,,,,,,,
431,FALSE,64,65,65,3,62,/m/0f830f
,,,,,,,
478,FALSE,20,21,23,1,22,/m/0p4wb
,,,,,,,
629,FALSE,74,75,23,1,22,/m/096f8
,,,,,,,
1246,FALSE,69,70,23,1,22,/m/0xzly
,,,,,,,
1251,FALSE,29,30,23,1,22,/m/0hr6lkl
,,,,,,,
1271,FALSE,7,8,2,0,2,/m/0fq8f
,,,,,,,
1275,FALSE,7,8,2,0,2,/m/0cd25
,,,,,,,
1286,FALSE,35,36,23,1,22,/m/01ckbq
,,,,,,,
1345,FALSE,8,9,2,0,2,/m/07y2s
,,,,,,,
1384,FALSE,8,9,2,0,2,/m/03cvfg
,,,,,,,
1438,FALSE,9,10,2,0,2,/m/0pmpl
,,,,,,,
1555,FALSE,3,4,2,0,2,/m/0crjn65
,,,,,,,
1572,FALSE,5,6,2,0,2,/m/01c59k
,,,,,,,
1625,FALSE,5,6,2,0,2,/m/090q32
,,,,,,,
1790,FALSE,8,9,2,0,2,/m/0sg6b
,,,,,,,
1791,FALSE,4,5,2,0,2,/m/0mtdx
,,,,,,,
1792,FALSE,15,16,2,0,2,/m/0pzpz
,,,,,,,
2058,FALSE,10,11,2,0,2,/m/06xj93
,,,,,,,
2177,FALSE,11,12,2,0,2,/m/03jm6c
,,,,,,,
2178,FALSE,34,35,23,1,22,/m/05dy7p
,,,,,,,
2201,FALSE,18,19,2,0,2,/m/0hvgt
,,,,,,,
2227,FALSE,3,4,2,0,2,/m/09nyf
,,,,,,,
2483,FALSE,82,83,44,2,42,/m/02q1tc5
,,,,,,,
2617,FALSE,59,60,44,2,42,/m/025n3p
,,,,,,,
