id,truncated,total connections,actual connections,appearance count,correct appearances,incorrect appearances
2960,False,24,25,8,0,8
2961,False,25,26,7,1,6
2962,False,211,212,128,1,127
2963,False,67,68,87,0,87
2964,False,35,36,97,2,95
2965,False,21,22,36,0,36
2966,False,53,54,31,0,31
2967,False,102,103,25,1,24
2968,False,180,181,63,3,60
2969,False,21,22,8,2,6
2970,False,63,64,30,0,30
2971,False,55,56,94,2,92
2972,False,31,32,78,1,77
2973,False,35,36,46,0,46
2974,False,32,33,45,1,44
2975,False,20,21,18,0,18
2976,False,47,48,77,2,75
2977,False,75,76,59,2,57
2978,False,22,23,14,0,14
2979,False,61,62,21,0,21
2980,False,57,58,52,0,52
2981,False,14,15,3,0,3
2982,False,61,62,39,0,39
2983,False,19,20,29,3,26
2984,False,24,25,53,3,50
2985,False,11,12,7,0,7
2986,False,50,51,35,0,35
2987,False,34,35,21,0,21
2988,False,48,49,43,0,43
2989,False,25,26,29,0,29
2990,False,20,21,42,0,42
2991,False,12,13,7,0,7
2992,False,77,78,43,1,42
2993,False,69,70,74,2,72
2994,False,41,42,55,0,55
2995,False,21,22,20,0,20
2996,False,72,73,42,1,41
2997,False,50,51,63,0,63
2998,False,28,29,39,1,38
2999,False,30,31,66,4,62
3000,False,163,164,134,1,133
3001,False,14,15,11,0,11
3002,False,9,10,7,0,7
3003,False,20,21,18,0,18
3004,False,44,45,18,0,18
3005,False,49,50,23,0,23
3006,False,20,21,43,2,41
3007,False,40,41,42,0,42
3008,False,57,58,70,0,70
3009,False,62,63,69,2,67
3010,False,29,30,45,0,45
3011,False,35,36,63,0,63
3012,False,6,7,24,0,24
3013,False,61,62,81,2,79
3014,False,17,18,11,1,10
3015,False,8,9,37,0,37
3016,False,47,48,40,0,40
3017,False,13,14,22,0,22
3018,False,139,140,113,0,113
3019,False,27,28,12,1,11
3020,False,67,68,82,2,80
3021,False,52,53,14,0,14
3022,False,92,93,101,0,101
3023,False,62,63,32,0,32
3024,False,49,50,34,1,33
3025,False,51,52,14,1,13
3026,False,44,45,33,0,33
3027,False,73,74,55,0,55
3028,False,56,57,77,2,75
3029,False,49,50,39,0,39
3030,False,185,186,110,0,110
3031,False,18,19,29,4,25
3032,False,32,33,23,1,22
3033,False,40,41,60,3,57
3034,False,199,200,108,4,104
3035,False,23,24,9,0,9
3036,False,36,37,17,0,17
3037,False,64,65,31,0,31
3038,False,7,8,12,2,10
3039,False,46,47,35,0,35
3040,False,18,19,9,1,8
3041,False,47,48,71,0,71
3042,False,61,62,36,0,36
3043,False,37,38,45,0,45
3044,False,69,70,68,0,68
3045,False,138,139,100,0,100
3046,False,45,46,68,1,67
3047,False,27,28,9,0,9
3048,False,135,136,24,2,22
3049,False,13,14,5,0,5
3050,False,23,24,10,0,10
3051,False,15,16,16,0,16
3052,False,51,52,49,1,48
3053,False,30,31,28,0,28
3054,False,55,56,45,3,42
3055,False,27,28,9,0,9
3056,False,68,69,48,0,48
3057,False,38,39,40,0,40
3058,False,133,134,103,2,101
3059,False,125,126,136,1,135
3060,False,79,80,32,3,29
3061,False,76,77,53,2,51
3062,False,40,41,26,0,26
3063,False,43,44,27,1,26
3064,False,13,14,6,0,6
3065,False,20,21,15,0,15
3066,False,44,45,26,0,26
3067,False,54,55,37,0,37
3068,False,35,36,71,0,71
3069,False,14,15,32,0,32
3070,False,176,177,134,1,133
3071,False,25,26,35,1,34
3072,False,99,100,84,0,84
3073,False,25,26,17,0,17
3074,False,12,13,11,0,11
3075,False,59,60,32,0,32
3076,False,31,32,15,1,14
3077,False,38,39,20,0,20
3078,False,31,32,36,1,35
3079,False,73,74,37,0,37
3080,False,46,47,19,0,19
3081,False,51,52,29,1,28
3082,False,21,22,32,0,32
3083,False,37,38,20,0,20
3084,False,47,48,45,0,45
3085,False,36,37,24,0,24
3086,False,47,48,58,0,58
3087,False,53,54,53,1,52
3088,False,54,55,37,1,36
3089,False,23,24,31,0,31
3090,False,21,22,17,0,17
3091,False,23,24,34,1,33
3092,False,18,19,11,0,11
3093,False,46,47,39,0,39
3094,False,55,56,52,12,40
3095,False,36,37,47,0,47
3096,False,30,31,6,0,6
3097,False,226,227,79,19,60
3098,False,37,38,13,4,9
3099,False,20,21,14,0,14
3100,False,15,16,16,0,16
3101,False,20,21,56,0,56
3102,False,48,49,18,0,18
3103,False,1,2,1,0,1
3104,False,22,23,7,0,7
3105,False,6,7,3,0,3
3106,False,49,50,46,0,46
3107,False,40,41,39,0,39
3108,False,10,11,10,0,10
3109,False,35,36,68,2,66
3110,False,25,26,41,0,41
3111,False,17,18,10,0,10
3112,False,19,20,13,1,12
3113,False,47,48,55,0,55
3114,False,81,82,39,0,39
3115,False,64,65,52,0,52
3116,False,19,20,20,0,20
3117,False,20,21,20,0,20
3118,False,31,32,35,2,33
3119,False,73,74,59,1,58
3120,False,19,20,25,0,25
3121,False,12,13,7,0,7
3122,False,36,37,54,0,54
3123,False,61,62,86,0,86
3124,False,32,33,34,0,34
3125,False,46,47,39,0,39
3126,False,77,78,31,0,31
3127,False,18,19,84,2,82
3128,False,9,10,37,0,37
3129,False,105,106,107,2,105
3130,False,24,25,21,1,20
3131,False,14,15,1,1,0
3132,False,54,55,46,0,46
3133,False,25,26,8,0,8
3134,False,71,72,73,1,72
3135,False,47,48,96,2,94
3136,False,33,34,57,0,57
3137,False,12,13,33,0,33
3138,False,41,42,20,0,20
3139,False,35,36,26,0,26
3140,False,46,47,70,0,70
3141,False,31,32,72,1,71
3142,False,28,29,42,0,42
3143,False,14,15,28,0,28
3144,False,99,100,102,0,102
3145,False,25,26,8,0,8
3146,False,40,41,36,0,36
3147,False,26,27,32,0,32
3148,False,16,17,5,0,5
3149,False,37,38,75,2,73
3150,False,152,153,69,0,69
3151,False,41,42,54,0,54
3152,False,22,23,9,0,9
3153,False,55,56,84,0,84
3154,False,19,20,12,0,12
3155,False,9,10,4,1,3
3156,False,83,84,37,2,35
3157,False,87,88,133,0,133
3158,False,19,20,9,0,9
3159,False,6,7,2,0,2
3160,False,26,27,23,0,23
3161,False,26,27,16,0,16
3162,False,17,18,10,0,10
3163,False,46,47,21,0,21
3164,False,29,30,34,0,34
3165,False,78,79,24,0,24
3166,False,99,100,59,4,55
3167,False,23,24,40,0,40
3168,False,78,79,60,0,60
3169,False,54,55,52,0,52
3170,False,75,76,82,0,82
3171,False,144,145,163,0,163
3172,False,47,48,40,1,39
3173,False,33,34,19,0,19
3174,False,26,27,89,2,87
3175,False,37,38,23,0,23
3176,False,73,74,51,1,50
3177,False,21,22,9,1,8
3178,False,43,44,22,1,21
3179,False,25,26,33,0,33
3180,False,45,46,59,2,57
3181,False,189,190,116,2,114
3182,False,11,12,4,1,3
3183,False,267,268,235,2,233
3184,False,30,31,64,0,64
3185,False,147,148,118,0,118
3186,False,24,25,19,0,19
3187,False,39,40,43,0,43
3188,False,129,130,118,2,116
3189,False,18,19,32,2,30
3190,False,25,26,29,0,29
3191,False,41,42,31,0,31
3192,False,32,33,16,1,15
3193,False,44,45,47,0,47
3194,False,11,12,7,0,7
3195,False,16,17,6,0,6
3196,False,11,12,32,0,32
3197,False,45,46,52,1,51
3198,False,41,42,13,0,13
3199,False,9,10,43,3,40
3200,False,60,61,69,1,68
3201,False,46,47,32,0,32
3202,False,50,51,39,0,39
3203,False,110,111,83,2,81
3204,False,76,77,27,0,27
3205,False,45,46,21,1,20
3206,False,130,131,110,4,106
3207,False,88,89,46,0,46
3208,False,77,78,35,2,33
3209,False,13,14,11,0,11
3210,False,13,14,14,0,14
3211,False,72,73,63,1,62
3212,False,74,75,31,0,31
3213,False,49,50,1,0,1
3214,False,16,17,1,0,1
3215,False,7,8,6,0,6
3216,False,85,86,29,0,29
3217,False,30,31,76,0,76
3218,False,19,20,23,1,22
3219,False,14,15,58,1,57
3220,False,32,33,58,0,58
3221,False,14,15,5,0,5
3222,False,27,28,49,0,49
3223,False,8,9,7,4,3
3224,False,50,51,53,0,53
3225,False,54,55,66,0,66
3226,False,75,76,54,0,54
3227,False,33,34,45,0,45
3228,False,60,61,80,0,80
3229,False,40,41,34,0,34
3230,False,128,129,91,0,91
3231,False,16,17,52,0,52
3232,False,51,52,36,0,36
3233,False,36,37,27,0,27
3234,False,111,112,64,0,64
3235,False,57,58,72,2,70
3236,False,46,47,21,0,21
3237,False,35,36,11,0,11
3238,False,49,50,29,0,29
3239,False,50,51,53,0,53
3240,False,49,50,48,0,48
3241,False,14,15,8,0,8
3242,False,87,88,36,0,36
3243,False,94,95,53,0,53
3244,False,32,33,55,0,55
3245,False,75,76,37,0,37
3246,False,31,32,25,0,25
3247,False,48,49,29,0,29
3248,False,31,32,38,0,38
3249,False,39,40,49,0,49
3250,False,133,134,97,2,95
3251,False,40,41,27,0,27
3252,False,150,151,116,0,116
3253,False,20,21,86,0,86
3254,False,44,45,42,0,42
3255,False,49,50,14,0,14
3256,False,30,31,67,1,66
3257,False,54,55,70,0,70
3258,False,35,36,22,0,22
3259,False,140,141,118,3,115
3260,False,41,42,10,0,10
3261,False,31,32,42,0,42
3262,False,29,30,20,0,20
3263,False,40,41,43,1,42
3264,False,21,22,19,0,19
3265,False,23,24,13,0,13
3266,False,21,22,12,0,12
3267,False,28,29,36,0,36
3268,False,37,38,16,0,16
3269,False,18,19,24,0,24
3270,False,5,6,2,0,2
3271,False,25,26,20,0,20
3272,False,49,50,27,0,27
3273,False,16,17,8,1,7
3274,False,21,22,13,0,13
3275,False,32,33,24,1,23
3276,False,33,34,55,0,55
3277,False,31,32,40,0,40
3278,False,55,56,43,0,43
3279,False,60,61,50,1,49
3280,False,40,41,45,0,45
3281,False,30,31,56,0,56
3282,False,5,6,1,0,1
3283,False,46,47,42,2,40
3284,False,94,95,54,2,52
3285,False,22,23,14,0,14
3286,False,35,36,43,0,43
3287,False,21,22,32,0,32
3288,False,39,40,12,0,12
3289,False,23,24,8,0,8
3290,False,33,34,15,0,15
3291,False,37,38,75,3,72
3292,False,20,21,20,0,20
3293,False,27,28,21,0,21
3294,False,26,27,32,0,32
3295,False,12,13,3,0,3
3296,False,16,17,5,0,5
3297,False,124,125,70,1,69
3298,False,40,41,14,0,14
3299,False,33,34,22,0,22
3300,False,72,73,41,0,41
3301,False,39,40,29,0,29
3302,False,35,36,26,0,26
3303,False,57,58,54,0,54
3304,False,9,10,2,0,2
3305,False,114,115,85,2,83
3306,False,26,27,26,0,26
3307,False,15,16,14,0,14
3308,False,54,55,27,0,27
3309,False,45,46,49,0,49
3310,False,44,45,27,0,27
3311,False,71,72,44,0,44
3312,False,18,19,14,0,14
3313,False,18,19,44,2,42
3314,False,54,55,59,4,55
3315,False,109,110,65,1,64
3316,False,62,63,33,3,30
3317,False,24,25,12,0,12
3318,False,27,28,9,0,9
3319,False,20,21,18,1,17
3320,False,23,24,70,6,64
3321,False,36,37,18,0,18
3322,False,72,73,46,0,46
3323,False,34,35,56,0,56
3324,False,12,13,2,1,1
3325,False,53,54,36,0,36
3326,False,104,105,104,0,104
3327,False,41,42,42,0,42
3328,False,17,18,3,0,3
3329,False,27,28,12,1,11
3330,False,19,20,34,0,34
3331,False,7,8,1,0,1
3332,False,92,93,71,0,71
3333,False,50,51,22,0,22
3334,False,43,44,24,0,24
3335,False,86,87,83,0,83
3336,False,40,41,46,0,46
3337,False,52,53,40,0,40
3338,False,15,16,16,1,15
3339,False,41,42,27,0,27
3340,False,38,39,28,0,28
3341,False,38,39,17,0,17
3342,False,30,31,19,0,19
3343,False,88,89,58,3,55
3344,False,47,48,40,0,40
3345,False,112,113,88,6,82
3346,False,45,46,63,1,62
3347,False,64,65,37,0,37
3348,False,44,45,29,0,29
3349,False,18,19,7,0,7
3350,False,40,41,18,1,17
3351,False,20,21,14,0,14
3352,False,12,13,30,0,30
3353,False,34,35,41,1,40
3354,False,140,141,110,1,109
3355,False,35,36,45,0,45
3356,False,14,15,8,0,8
3357,False,3,4,0,0,0
3358,False,88,89,56,0,56
3359,False,33,34,28,0,28
3360,False,43,44,17,0,17
3361,False,17,18,8,0,8
3362,False,40,41,33,1,32
3363,False,12,13,6,0,6
3364,False,25,26,36,4,32
3365,False,55,56,24,1,23
3366,False,52,53,28,0,28
3367,False,55,56,18,0,18
3368,False,23,24,52,0,52
3369,False,34,35,26,0,26
3370,False,32,33,38,2,36
3371,False,30,31,12,0,12
3372,False,82,83,41,0,41
3373,False,87,88,84,1,83
3374,False,32,33,19,0,19
3375,False,148,149,172,3,169
3376,False,54,55,46,1,45
3377,False,5,6,31,0,31
3378,False,26,27,24,1,23
3379,False,35,36,23,0,23
3380,False,43,44,24,0,24
3381,False,46,47,33,1,32
3382,False,91,92,40,3,37
3383,False,26,27,17,0,17
3384,False,38,39,81,1,80
3385,False,26,27,16,0,16
3386,False,20,21,11,0,11
3387,False,40,41,30,0,30
3388,False,88,89,41,0,41
3389,False,95,96,136,0,136
3390,False,8,9,7,0,7
3391,False,54,55,41,0,41
3392,False,24,25,16,0,16
3393,False,10,11,4,1,3
3394,False,16,17,2,1,1
3395,False,1,2,0,0,0
3396,False,24,25,10,0,10
3397,False,51,52,24,0,24
3398,False,65,66,20,2,18
3399,False,68,69,28,0,28
3400,False,61,62,39,0,39
3401,False,20,21,32,1,31
3402,False,101,102,72,1,71
3403,False,33,34,30,0,30
3404,False,8,9,51,2,49
3405,False,10,11,1,0,1
3406,False,20,21,13,0,13
3407,False,48,49,40,0,40
3408,False,7,8,0,0,0
3409,False,47,48,26,1,25
3410,False,198,199,197,4,193
3411,False,15,16,37,1,36
3412,False,38,39,92,3,89
3413,False,69,70,61,1,60
3414,False,61,62,24,0,24
3415,False,28,29,65,1,64
3416,False,4,5,3,0,3
3417,False,18,19,12,0,12
3418,False,9,10,12,0,12
3419,False,8,9,6,0,6
3420,False,35,36,8,0,8
3421,False,48,49,32,0,32
3422,False,60,61,52,0,52
3423,False,44,45,42,0,42
3424,False,36,37,47,0,47
3425,False,27,28,48,2,46
3426,False,45,46,23,2,21
3427,False,58,59,48,1,47
3428,False,44,45,27,1,26
3429,False,24,25,39,0,39
3430,False,34,35,28,0,28
3431,False,60,61,42,1,41
3432,False,58,59,76,2,74
3433,False,66,67,57,0,57
3434,False,21,22,13,0,13
3435,False,66,67,54,0,54
3436,False,52,53,43,3,40
3437,False,55,56,61,1,60
3438,False,33,34,39,0,39
3439,False,59,60,90,0,90
3440,False,20,21,13,0,13
3441,False,135,136,30,0,30
3442,False,9,10,35,1,34
3443,False,87,88,123,3,120
3444,False,40,41,28,0,28
3445,False,25,26,19,0,19
3446,False,129,130,110,2,108
3447,False,47,48,38,0,38
3448,False,13,14,31,0,31
3449,False,21,22,15,0,15
3450,False,34,35,26,0,26
3451,False,7,8,29,0,29
3452,False,36,37,13,0,13
3453,False,24,25,26,0,26
3454,False,200,201,60,0,60
3455,False,93,94,76,11,65
3456,False,65,66,120,6,114
3457,False,7,8,5,2,3
3458,False,32,33,33,1,32
3459,False,8,9,7,0,7
3460,False,92,93,38,0,38
3461,False,8,9,3,0,3
3462,False,71,72,34,3,31
3463,False,26,27,33,0,33
3464,False,27,28,78,4,74
3465,False,37,38,67,6,61
3466,False,78,79,49,0,49
3467,False,196,197,119,1,118
3468,False,88,89,69,0,69
3469,False,16,17,3,0,3
3470,False,39,40,18,0,18
3471,False,36,37,49,2,47
3472,False,14,15,9,0,9
3473,False,34,35,9,0,9
3474,False,33,34,19,0,19
3475,False,40,41,19,0,19
3476,False,12,13,7,0,7
3477,False,24,25,23,0,23
3478,False,40,41,8,0,8
3479,False,26,27,36,2,34
3480,False,30,31,34,4,30
3481,False,59,60,59,0,59
3482,False,20,21,13,0,13
3483,False,100,101,46,0,46
3484,False,78,79,73,0,73
3485,False,25,26,12,0,12
3486,False,107,108,73,0,73
3487,False,138,139,154,11,143
3488,False,50,51,55,1,54
3489,False,68,69,95,1,94
3490,False,45,46,46,0,46
3491,False,41,42,26,0,26
3492,False,29,30,40,0,40
3493,False,41,42,51,0,51
3494,False,98,99,67,2,65
3495,False,63,64,39,1,38
3496,False,22,23,42,0,42
3497,False,27,28,17,0,17
3498,False,52,53,52,1,51
3499,False,39,40,58,0,58
3500,False,46,47,26,1,25
3501,False,44,45,66,1,65
3502,False,21,22,16,0,16
3503,False,47,48,24,3,21
3504,False,74,75,40,4,36
3505,False,33,34,33,0,33
3506,False,28,29,31,0,31
3507,False,54,55,90,4,86
3508,False,32,33,19,1,18
3509,False,30,31,14,0,14
3510,False,30,31,21,0,21
3511,False,18,19,28,1,27
3512,False,25,26,16,0,16
3513,False,21,22,23,0,23
3514,False,8,9,8,0,8
3515,False,37,38,40,1,39
3516,False,98,99,95,1,94
3517,False,59,60,79,0,79
3518,False,43,44,25,0,25
3519,False,35,36,24,0,24
3520,False,47,48,43,0,43
3521,False,30,31,20,0,20
3522,False,98,99,57,0,57
3523,False,18,19,17,1,16
3524,False,26,27,32,0,32
3525,False,43,44,53,0,53
3526,False,11,12,35,1,34
3527,False,94,95,82,3,79
3528,False,47,48,17,0,17
3529,False,17,18,4,0,4
3530,False,12,13,56,1,55
3531,False,26,27,19,1,18
3532,False,21,22,80,1,79
3533,False,21,22,21,0,21
3534,False,20,21,10,0,10
3535,False,24,25,11,0,11
3536,False,20,21,17,0,17
3537,False,14,15,20,0,20
3538,False,12,13,50,0,50
3539,False,6,7,4,0,4
3540,False,31,32,28,0,28
3541,False,32,33,15,0,15
3542,False,11,12,1,1,0
3543,False,20,21,35,0,35
3544,False,32,33,94,1,93
3545,False,18,19,15,0,15
3546,False,39,40,67,5,62
3547,False,47,48,24,2,22
3548,False,26,27,7,1,6
3549,False,27,28,22,0,22
3550,False,57,58,28,0,28
3551,False,33,34,51,0,51
3552,False,9,10,0,0,0
3553,False,56,57,31,0,31
3554,False,45,46,59,0,59
3555,False,26,27,89,0,89
3556,False,147,148,208,5,203
3557,False,10,11,3,0,3
3558,False,28,29,36,0,36
3559,False,36,37,44,0,44
3560,False,57,58,38,0,38
3561,False,18,19,31,0,31
3562,False,16,17,8,0,8
3563,False,2,3,0,0,0
3564,False,32,33,28,0,28
3565,False,29,30,13,0,13
3566,False,32,33,19,0,19
3567,False,7,8,5,0,5
3568,False,56,57,48,1,47
3569,False,14,15,8,0,8
3570,False,8,9,9,1,8
3571,False,42,43,23,1,22
3572,False,42,43,35,0,35
3573,False,91,92,74,0,74
3574,False,32,33,40,0,40
3575,False,15,16,29,4,25
3576,False,69,70,44,0,44
3577,False,7,8,15,0,15
3578,False,90,91,71,3,68
3579,False,114,115,58,2,56
3580,False,42,43,31,0,31
3581,False,22,23,21,0,21
3582,False,60,61,42,1,41
3583,False,33,34,103,0,103
3584,False,39,40,57,2,55
3585,False,16,17,14,0,14
3586,False,52,53,22,0,22
3587,False,52,53,35,0,35
3588,False,8,9,2,0,2
3589,False,78,79,69,2,67
3590,False,36,37,29,0,29
3591,False,95,96,79,1,78
3592,False,77,78,36,0,36
3593,False,30,31,13,0,13
3594,False,30,31,22,1,21
3595,False,52,53,69,0,69
3596,False,33,34,26,0,26
3597,False,48,49,49,1,48
3598,False,35,36,56,0,56
3599,False,35,36,26,2,24
3600,False,50,51,18,0,18
3601,False,18,19,9,0,9
3602,False,57,58,77,0,77
3603,False,44,45,26,0,26
3604,False,35,36,46,0,46
3605,False,24,25,25,0,25
3606,False,31,32,76,0,76
3607,False,20,21,16,0,16
3608,False,15,16,5,1,4
3609,False,44,45,26,0,26
3610,False,63,64,70,0,70
3611,False,9,10,2,0,2
3612,False,19,20,6,0,6
3613,False,52,53,53,3,50
3614,False,11,12,20,1,19
3615,False,41,42,37,0,37
3616,False,55,56,32,0,32
3617,False,54,55,28,1,27
3618,False,26,27,54,1,53
3619,False,60,61,78,1,77
3620,False,8,9,10,0,10
3621,False,29,30,34,0,34
3622,False,32,33,18,2,16
3623,False,51,52,98,4,94
3624,False,42,43,27,0,27
3625,False,13,14,8,0,8
3626,False,91,92,46,0,46
3627,False,77,78,29,0,29
3628,False,16,17,20,0,20
3629,False,14,15,16,0,16
3630,False,39,40,29,1,28
3631,False,34,35,18,0,18
3632,False,77,78,74,13,61
3633,False,45,46,41,6,35
3634,False,36,37,55,1,54
3635,False,10,11,6,0,6
3636,False,14,15,6,0,6
3637,False,52,53,1,0,1
3638,False,5,6,0,0,0
3639,False,73,74,55,0,55
3640,False,23,24,33,3,30
3641,False,35,36,25,0,25
3642,False,20,21,71,0,71
3643,False,73,74,43,0,43
3644,False,48,49,20,0,20
3645,False,89,90,107,2,105
3646,False,21,22,11,0,11
3647,False,77,78,67,2,65
3648,False,100,101,65,0,65
3649,False,32,33,39,1,38
3650,False,9,10,33,0,33
3651,False,13,14,38,0,38
3652,False,26,27,8,1,7
3653,False,50,51,34,1,33
3654,False,122,123,130,0,130
3655,False,47,48,30,2,28
3656,False,31,32,30,0,30
3657,False,110,111,101,1,100
3658,False,36,37,38,1,37
3659,False,28,29,30,0,30
3660,False,6,7,28,1,27
3661,False,100,101,103,15,88
3662,False,32,33,17,0,17
3663,False,74,75,46,0,46
3664,False,72,73,61,0,61
3665,False,123,124,94,0,94
3666,False,52,53,24,0,24
3667,False,76,77,59,3,56
3668,False,65,66,73,5,68
3669,False,51,52,41,2,39
3670,False,41,42,38,1,37
3671,False,50,51,29,0,29
3672,False,7,8,6,0,6
3673,False,7,8,6,0,6
3674,False,52,53,27,0,27
3675,False,75,76,66,1,65
3676,False,5,6,4,1,3
3677,False,31,32,22,1,21
3678,False,27,28,39,0,39
3679,False,12,13,10,0,10
3680,False,38,39,38,0,38
3681,False,6,7,3,0,3
3682,False,34,35,12,0,12
3683,False,54,55,49,0,49
3684,False,25,26,46,0,46
3685,False,75,76,85,0,85
3686,False,24,25,15,0,15
3687,False,8,9,12,0,12
3688,False,43,44,86,0,86
3689,False,15,16,32,1,31
3690,False,34,35,16,0,16
3691,False,39,40,47,0,47
3692,False,66,67,51,1,50
3693,False,78,79,74,5,69
3694,False,30,31,18,0,18
3695,False,45,46,22,1,21
3696,False,46,47,32,0,32
3697,False,56,57,50,0,50
3698,False,42,43,17,0,17
3699,False,24,25,32,0,32
3700,False,18,19,13,0,13
3701,False,18,19,101,2,99
3702,False,40,41,41,0,41
3703,False,29,30,18,0,18
3704,False,62,63,21,1,20
3705,False,7,8,5,3,2
3706,False,28,29,46,0,46
3707,False,7,8,5,0,5
3708,False,168,169,70,2,68
3709,False,25,26,7,0,7
3710,False,40,41,19,0,19
3711,False,80,81,64,3,61
3712,False,70,71,126,4,122
3713,False,42,43,71,0,71
3714,False,28,29,34,0,34
3715,False,43,44,50,1,49
3716,False,44,45,47,0,47
3717,False,32,33,12,0,12
3718,False,61,62,52,0,52
3719,False,9,10,15,0,15
3720,False,39,40,60,0,60
3721,False,4,5,3,0,3
3722,False,8,9,30,1,29
3723,False,56,57,93,1,92
3724,False,20,21,48,0,48
3725,False,56,57,39,0,39
3726,False,46,47,38,0,38
3727,False,38,39,50,0,50
3728,False,241,242,89,3,86
3729,False,35,36,34,0,34
3730,False,25,26,45,3,42
3731,False,24,25,22,0,22
3732,False,98,99,98,1,97
3733,False,76,77,67,0,67
3734,False,80,81,50,1,49
3735,False,45,46,43,0,43
3736,False,84,85,72,1,71
3737,False,25,26,11,0,11
3738,False,34,35,33,0,33
3739,False,17,18,41,1,40
3740,False,25,26,37,0,37
3741,False,62,63,71,0,71
3742,False,83,84,93,0,93
3743,False,15,16,19,3,16
3744,False,99,100,80,0,80
3745,False,41,42,46,0,46
3746,False,39,40,40,1,39
3747,False,40,41,28,1,27
3748,False,64,65,24,0,24
3749,False,48,49,33,0,33
3750,False,28,29,14,1,13
3751,False,27,28,33,1,32
3752,False,31,32,42,2,40
3753,False,19,20,31,0,31
3754,False,4,5,3,0,3
3755,False,120,121,71,0,71
3756,False,39,40,47,0,47
3757,False,49,50,48,0,48
3758,False,38,39,46,0,46
3759,False,42,43,86,0,86
3760,False,55,56,53,1,52
3761,False,37,38,35,0,35
3762,False,22,23,22,0,22
3763,False,5,6,6,1,5
3764,False,24,25,36,1,35
3765,False,24,25,27,0,27
3766,False,46,47,24,0,24
3767,False,50,51,41,0,41
3768,False,13,14,5,0,5
3769,False,27,28,24,0,24
3770,False,30,31,30,0,30
3771,False,51,52,62,5,57
3772,False,86,87,57,0,57
3773,False,41,42,23,1,22
3774,False,60,61,37,0,37
3775,False,50,51,49,1,48
3776,False,44,45,42,0,42
3777,False,78,79,73,0,73
3778,False,54,55,61,0,61
3779,False,51,52,70,0,70
3780,False,83,84,72,0,72
3781,False,51,52,37,3,34
3782,False,180,181,84,2,82
3783,False,69,70,44,0,44
3784,False,138,139,141,4,137
3785,False,27,28,12,0,12
3786,False,9,10,6,1,5
3787,False,35,36,54,0,54
3788,False,24,25,21,0,21
3789,False,68,69,25,1,24
3790,False,50,51,20,0,20
3791,False,33,34,65,2,63
3792,False,35,36,46,0,46
3793,False,33,34,13,0,13
3794,False,26,27,105,3,102
3795,False,24,25,45,0,45
3796,False,138,139,98,3,95
3797,False,107,108,72,2,70
3798,False,99,100,98,1,97
3799,False,42,43,48,1,47
3800,False,24,25,43,0,43
3801,False,26,27,16,1,15
3802,False,49,50,53,1,52
3803,False,38,39,50,3,47
3804,False,40,41,14,0,14
3805,False,50,51,5,0,5
3806,False,16,17,0,0,0
3807,False,5,6,4,0,4
3808,False,35,36,56,0,56
3809,False,44,45,37,0,37
3810,False,36,37,15,0,15
3811,False,18,19,45,3,42
3812,False,25,26,19,0,19
3813,False,9,10,4,0,4
3814,False,9,10,29,0,29
3815,False,108,109,18,0,18
3816,False,9,10,36,1,35
3817,False,67,68,39,1,38
3818,False,5,6,4,0,4
3819,False,31,32,22,0,22
3820,False,48,49,35,0,35
3821,False,31,32,23,0,23
3822,False,20,21,43,2,41
3823,False,71,72,81,1,80
3824,False,33,34,21,0,21
3825,False,102,103,66,0,66
3826,False,38,39,25,1,24
3827,False,68,69,67,0,67
3828,False,178,179,99,1,98
3829,False,59,60,70,1,69
3830,False,68,69,51,0,51
3831,False,16,17,13,2,11
3832,False,41,42,57,0,57
3833,False,19,20,38,0,38
3834,False,12,13,15,0,15
3835,False,31,32,13,0,13
3836,False,44,45,43,2,41
3837,False,90,91,97,0,97
3838,False,47,48,30,1,29
3839,False,49,50,23,0,23
3840,False,72,73,60,0,60
3841,False,15,16,6,0,6
3842,False,68,69,67,2,65
3843,False,82,83,76,0,76
3844,False,39,40,48,0,48
3845,False,10,11,7,0,7
3846,False,22,23,21,0,21
3847,False,31,32,35,0,35
3848,False,83,84,67,0,67
3849,False,57,58,35,0,35
3850,False,33,34,41,0,41
3851,False,33,34,22,0,22
3852,False,11,12,4,0,4
3853,False,21,22,49,0,49
3854,False,38,39,36,0,36
3855,False,52,53,45,0,45
3856,False,42,43,51,1,50
3857,False,32,33,12,0,12
3858,False,2,3,2,0,2
3859,False,49,50,97,0,97
3860,False,19,20,7,0,7
3861,False,39,40,20,1,19
3862,False,101,102,76,0,76
3863,False,43,44,26,0,26
3864,False,75,76,89,2,87
3865,False,22,23,40,2,38
3866,False,29,30,21,0,21
3867,False,29,30,26,0,26
3868,False,38,39,56,1,55
3869,False,3,4,4,0,4
3870,False,22,23,10,0,10
3871,False,30,31,17,0,17
3872,False,42,43,79,1,78
3873,False,48,49,23,2,21
3874,False,17,18,7,0,7
3875,False,44,45,50,1,49
3876,False,48,49,40,0,40
3877,False,24,25,11,0,11
3878,False,32,33,39,0,39
3879,False,12,13,7,0,7
3880,False,16,17,5,0,5
3881,False,23,24,25,1,24
3882,False,58,59,44,3,41
3883,False,52,53,48,2,46
3884,False,18,19,4,1,3
3885,False,57,58,31,2,29
3886,False,27,28,43,1,42
3887,False,63,64,61,0,61
3888,False,33,34,41,0,41
3889,False,81,82,29,1,28
3890,False,83,84,52,1,51
