id,truncated,total connections,actual connections,appearance count,correct appearances,incorrect appearances
3891,False,12,13,12,0,12
3892,False,8,9,2,0,2
3893,False,34,35,17,0,17
3894,False,28,29,22,0,22
3895,False,68,69,37,0,37
3896,False,36,37,106,0,106
3897,False,29,30,63,4,59
3898,False,36,37,31,0,31
3899,False,12,13,4,0,4
3900,False,29,30,49,1,48
3901,False,68,69,34,1,33
3902,False,27,28,30,0,30
3903,False,51,52,45,1,44
3904,False,41,42,17,0,17
3905,False,33,34,51,0,51
3906,False,56,57,18,0,18
3907,False,40,41,17,0,17
3908,False,25,26,12,0,12
3909,False,39,40,56,1,55
3910,False,45,46,34,0,34
3911,False,26,27,22,0,22
3912,False,34,35,34,0,34
3913,False,27,28,21,0,21
3914,False,26,27,12,1,11
3915,False,37,38,58,0,58
3916,False,26,27,44,1,43
3917,False,11,12,30,1,29
3918,False,26,27,13,0,13
3919,False,43,44,28,0,28
3920,False,34,35,40,0,40
3921,False,61,62,17,1,16
3922,False,27,28,9,0,9
3923,False,31,32,41,1,40
3924,False,37,38,141,0,141
3925,False,39,40,11,4,7
3926,False,38,39,26,0,26
3927,False,27,28,8,0,8
3928,False,18,19,18,0,18
3929,False,32,33,7,1,6
3930,False,39,40,82,1,81
3931,False,63,64,31,0,31
3932,False,50,51,74,0,74
3933,False,36,37,31,0,31
3934,False,53,54,44,1,43
3935,False,29,30,19,0,19
3936,False,46,47,35,2,33
3937,False,11,12,7,0,7
3938,False,17,18,8,0,8
3939,False,23,24,18,0,18
3940,False,39,40,55,0,55
3941,False,119,120,85,3,82
3942,False,44,45,30,0,30
3943,False,41,42,45,1,44
3944,False,41,42,25,0,25
3945,False,37,38,43,1,42
3946,False,12,13,21,0,21
3947,False,33,34,19,2,17
3948,False,11,12,3,0,3
3949,False,10,11,27,0,27
3950,False,30,31,21,0,21
3951,False,46,47,89,3,86
3952,False,81,82,91,0,91
3953,False,28,29,89,0,89
3954,False,6,7,2,0,2
3955,False,2,3,1,0,1
3956,False,12,13,4,0,4
3957,False,51,52,45,0,45
3958,False,57,58,37,14,23
3959,False,36,37,21,0,21
3960,False,34,35,19,0,19
3961,False,91,92,61,2,59
3962,False,36,37,17,0,17
3963,False,14,15,10,0,10
3964,False,22,23,35,1,34
3965,False,23,24,10,0,10
3966,False,46,47,28,1,27
3967,False,52,53,30,0,30
3968,False,19,20,9,0,9
3969,False,39,40,46,0,46
3970,False,74,75,47,0,47
3971,False,62,63,110,0,110
3972,False,12,13,4,1,3
3973,False,34,35,32,1,31
3974,False,12,13,8,1,7
3975,False,131,132,59,3,56
3976,False,50,51,56,1,55
3977,False,28,29,79,1,78
3978,False,34,35,26,0,26
3979,False,48,49,55,2,53
3980,False,66,67,26,1,25
3981,False,16,17,8,0,8
3982,False,14,15,57,0,57
3983,False,85,86,41,0,41
3984,False,74,75,31,1,30
3985,False,46,47,17,0,17
3986,False,15,16,6,0,6
3987,False,48,49,70,0,70
3988,False,54,55,68,1,67
3989,False,71,72,151,0,151
3990,False,55,56,66,0,66
3991,False,154,155,58,1,57
3992,False,62,63,29,0,29
3993,False,41,42,65,1,64
3994,False,34,35,16,0,16
3995,False,33,34,33,1,32
3996,False,13,14,14,0,14
3997,False,37,38,17,0,17
3998,False,13,14,31,0,31
3999,False,19,20,19,0,19
4000,False,22,23,47,0,47
4001,False,38,39,27,0,27
4002,False,20,21,6,0,6
4003,False,6,7,4,0,4
4004,False,94,95,66,0,66
4005,False,43,44,79,0,79
4006,False,27,28,28,0,28
4007,False,47,48,36,0,36
4008,False,27,28,63,3,60
4009,False,2,3,2,0,2
4010,False,16,17,33,0,33
4011,False,32,33,18,0,18
4012,False,47,48,72,0,72
4013,False,22,23,12,0,12
4014,False,19,20,6,0,6
4015,False,42,43,26,0,26
4016,False,13,14,30,14,16
4017,False,63,64,39,0,39
4018,False,67,68,24,2,22
4019,False,41,42,50,0,50
4020,False,30,31,51,2,49
4021,False,28,29,12,0,12
4022,False,45,46,20,0,20
4023,False,54,55,27,0,27
4024,False,13,14,9,0,9
4025,False,44,45,26,0,26
4026,False,19,20,47,0,47
4027,False,25,26,24,0,24
4028,False,30,31,48,0,48
4029,False,105,106,87,1,86
4030,False,105,106,119,1,118
4031,False,63,64,30,0,30
4032,False,28,29,7,0,7
4033,False,19,20,27,0,27
4034,False,24,25,25,0,25
4035,False,31,32,28,0,28
4036,False,19,20,12,0,12
4037,False,68,69,52,1,51
4038,False,28,29,21,1,20
4039,False,35,36,17,0,17
4040,False,140,141,114,2,112
4041,False,15,16,9,1,8
4042,False,30,31,42,0,42
4043,False,30,31,19,0,19
4044,False,25,26,10,0,10
4045,False,68,69,55,3,52
4046,False,162,163,82,1,81
4047,False,25,26,70,0,70
4048,False,30,31,43,0,43
4049,False,77,78,84,0,84
4050,False,41,42,56,2,54
4051,False,10,11,16,0,16
4052,False,79,80,64,0,64
4053,False,58,59,87,1,86
4054,False,40,41,48,1,47
4055,False,54,55,54,1,53
4056,False,112,113,82,0,82
4057,False,135,136,139,1,138
4058,False,8,9,13,0,13
4059,False,52,53,34,0,34
4060,False,52,53,80,0,80
4061,False,26,27,22,0,22
4062,False,31,32,64,2,62
4063,False,114,115,52,0,52
4064,False,43,44,54,0,54
4065,False,35,36,38,1,37
4066,False,56,57,35,2,33
4067,False,67,68,56,5,51
4068,False,69,70,50,7,43
4069,False,10,11,9,0,9
4070,False,33,34,20,2,18
4071,False,107,108,120,0,120
4072,False,50,51,80,1,79
4073,False,29,30,16,0,16
4074,False,20,21,17,0,17
4075,False,15,16,5,0,5
4076,False,22,23,40,2,38
4077,False,24,25,47,4,43
4078,False,144,145,98,1,97
4079,False,15,16,72,0,72
4080,False,31,32,51,1,50
4081,False,85,86,50,0,50
4082,False,40,41,22,0,22
4083,False,61,62,56,0,56
4084,False,23,24,46,0,46
4085,False,20,21,31,0,31
4086,False,27,28,42,1,41
4087,False,61,62,52,0,52
4088,False,62,63,80,5,75
4089,False,18,19,14,0,14
4090,False,36,37,15,0,15
4091,False,70,71,80,0,80
4092,False,14,15,33,0,33
4093,False,12,13,13,0,13
4094,False,100,101,53,1,52
4095,False,124,125,137,2,135
4096,False,33,34,13,0,13
4097,False,24,25,7,0,7
4098,False,28,29,48,0,48
4099,False,14,15,1,1,0
4100,False,14,15,6,0,6
4101,False,43,44,73,0,73
4102,False,69,70,95,0,95
4103,False,25,26,44,1,43
4104,False,26,27,14,0,14
4105,False,23,24,18,0,18
4106,False,52,53,121,3,118
4107,False,54,55,42,0,42
4108,False,12,13,1,0,1
4109,False,17,18,2,0,2
4110,False,55,56,53,0,53
4111,False,17,18,41,0,41
4112,False,62,63,49,5,44
4113,False,40,41,26,1,25
4114,False,20,21,22,0,22
4115,False,22,23,40,0,40
4116,False,43,44,36,1,35
4117,False,48,49,26,0,26
4118,False,30,31,42,0,42
4119,False,20,21,12,0,12
4120,False,100,101,72,2,70
4121,False,68,69,49,0,49
4122,False,33,34,32,0,32
4123,False,23,24,35,0,35
4124,False,55,56,58,1,57
4125,False,38,39,59,0,59
4126,False,61,62,41,5,36
4127,False,51,52,27,0,27
4128,False,42,43,30,0,30
4129,False,55,56,50,0,50
4130,False,15,16,17,0,17
4131,False,35,36,13,0,13
4132,False,141,142,91,0,91
4133,False,62,63,78,4,74
4134,False,33,34,21,0,21
4135,False,55,56,93,3,90
4136,False,44,45,105,3,102
4137,False,20,21,26,0,26
4138,False,45,46,27,0,27
4139,False,44,45,72,1,71
4140,False,40,41,105,2,103
4141,False,26,27,29,5,24
4142,False,26,27,26,0,26
4143,False,37,38,61,0,61
4144,False,34,35,16,0,16
4145,False,79,80,84,2,82
4146,False,35,36,45,1,44
4147,False,10,11,57,1,56
4148,False,10,11,25,2,23
4149,False,36,37,16,0,16
4150,False,52,53,25,1,24
4151,False,66,67,40,0,40
4152,False,18,19,11,1,10
4153,False,30,31,17,0,17
4154,False,42,43,43,0,43
4155,False,49,50,143,1,142
4156,False,31,32,41,1,40
4157,False,54,55,27,1,26
4158,False,67,68,49,0,49
4159,False,62,63,18,1,17
4160,False,51,52,10,2,8
4161,False,7,8,1,0,1
4162,False,36,37,24,0,24
4163,False,75,76,68,0,68
4164,False,61,62,14,0,14
4165,False,36,37,29,1,28
4166,False,46,47,88,0,88
4167,False,25,26,27,0,27
4168,False,61,62,77,2,75
4169,False,10,11,58,3,55
4170,False,13,14,8,0,8
4171,False,79,80,46,0,46
4172,False,42,43,7,1,6
4173,False,47,48,63,0,63
4174,False,32,33,27,0,27
4175,False,29,30,10,0,10
4176,False,62,63,67,2,65
4177,False,31,32,53,0,53
4178,False,46,47,58,2,56
4179,False,27,28,25,0,25
4180,False,34,35,18,0,18
4181,False,48,49,52,0,52
4182,False,18,19,28,0,28
4183,False,52,53,29,0,29
4184,False,36,37,65,0,65
4185,False,13,14,9,0,9
4186,False,11,12,6,0,6
4187,False,35,36,21,0,21
4188,False,35,36,27,0,27
4189,False,31,32,26,1,25
4190,False,15,16,18,1,17
4191,False,29,30,24,0,24
4192,False,43,44,68,0,68
4193,False,25,26,31,0,31
4194,False,38,39,19,0,19
4195,False,19,20,9,0,9
4196,False,51,52,31,0,31
4197,False,76,77,74,0,74
4198,False,105,106,77,3,74
4199,False,65,66,40,0,40
4200,False,59,60,40,0,40
4201,False,28,29,19,0,19
4202,False,54,55,39,1,38
4203,False,58,59,55,17,38
4204,False,44,45,17,0,17
4205,False,97,98,25,0,25
4206,False,33,34,22,0,22
4207,False,34,35,15,0,15
4208,False,66,67,40,1,39
4209,False,40,41,48,0,48
4210,False,136,137,82,0,82
4211,False,22,23,13,0,13
4212,False,61,62,45,1,44
4213,False,46,47,23,1,22
4214,False,40,41,82,0,82
4215,False,83,84,50,0,50
4216,False,52,53,21,0,21
4217,False,57,58,43,0,43
4218,False,24,25,15,0,15
4219,False,17,18,31,12,19
4220,False,21,22,4,0,4
4221,False,33,34,18,1,17
4222,False,84,85,70,1,69
4223,False,37,38,14,0,14
4224,False,79,80,71,0,71
4225,False,35,36,62,0,62
4226,False,30,31,12,1,11
4227,False,13,14,2,0,2
4228,False,24,25,9,0,9
4229,False,39,40,51,0,51
4230,False,2,3,0,0,0
4231,False,65,66,52,1,51
4232,False,32,33,35,0,35
4233,False,51,52,36,2,34
4234,False,33,34,42,1,41
4235,False,37,38,93,0,93
4236,False,62,63,62,1,61
4237,False,39,40,23,0,23
4238,False,47,48,43,0,43
4239,False,34,35,37,0,37
4240,False,4,5,1,1,0
4241,False,72,73,19,1,18
4242,False,58,59,28,1,27
4243,False,25,26,14,0,14
4244,False,15,16,12,0,12
4245,False,18,19,11,2,9
4246,False,34,35,15,0,15
4247,False,46,47,54,0,54
4248,False,51,52,28,0,28
4249,False,8,9,4,2,2
4250,False,12,13,20,0,20
4251,False,58,59,22,1,21
4252,False,58,59,26,0,26
4253,False,59,60,63,1,62
4254,False,64,65,49,0,49
4255,False,54,55,87,3,84
4256,False,2,3,4,0,4
4257,False,10,11,3,1,2
4258,False,10,11,5,2,3
4259,False,39,40,58,0,58
4260,False,23,24,26,0,26
4261,False,68,69,36,3,33
4262,False,46,47,57,0,57
4263,False,32,33,39,1,38
4264,False,48,49,23,0,23
4265,False,19,20,12,0,12
4266,False,26,27,11,0,11
4267,False,22,23,15,0,15
4268,False,37,38,24,0,24
4269,False,57,58,57,1,56
4270,False,134,135,137,0,137
4271,False,46,47,18,0,18
4272,False,77,78,125,5,120
4273,False,13,14,5,0,5
4274,False,64,65,73,0,73
4275,False,17,18,35,1,34
4276,False,43,44,79,1,78
4277,False,38,39,59,6,53
4278,False,45,46,39,0,39
4279,False,63,64,23,6,17
4280,False,23,24,36,1,35
4281,False,44,45,49,0,49
4282,False,21,22,11,0,11
4283,False,31,32,31,1,30
4284,False,49,50,19,0,19
4285,False,79,80,76,0,76
4286,False,50,51,47,0,47
4287,False,24,25,14,0,14
4288,False,24,25,76,0,76
4289,False,28,29,8,0,8
4290,False,175,176,109,1,108
4291,False,21,22,15,0,15
4292,False,56,57,60,2,58
4293,False,36,37,30,0,30
4294,False,21,22,18,0,18
4295,False,34,35,67,0,67
4296,False,108,109,79,0,79
4297,False,190,191,130,0,130
4298,False,57,58,51,0,51
4299,False,53,54,51,0,51
4300,False,32,33,39,2,37
4301,False,68,69,43,3,40
4302,False,39,40,58,0,58
4303,False,66,67,55,2,53
4304,False,28,29,37,0,37
4305,False,11,12,48,1,47
4306,False,83,84,51,0,51
4307,False,82,83,96,0,96
4308,False,4,5,3,1,2
4309,False,33,34,79,1,78
4310,False,20,21,33,2,31
4311,False,19,20,19,0,19
4312,False,32,33,70,3,67
4313,False,53,54,46,0,46
4314,False,37,38,27,0,27
4315,False,23,24,31,0,31
4316,False,100,101,31,1,30
4317,False,39,40,34,0,34
4318,False,16,17,14,0,14
4319,False,55,56,31,0,31
4320,False,27,28,33,0,33
4321,False,56,57,46,0,46
4322,False,43,44,46,1,45
4323,False,6,7,5,0,5
4324,False,35,36,29,1,28
4325,False,39,40,19,0,19
4326,False,86,87,35,0,35
4327,False,46,47,30,0,30
4328,False,34,35,13,0,13
4329,False,39,40,58,0,58
4330,False,13,14,58,0,58
4331,False,28,29,15,0,15
4332,False,66,67,95,0,95
4333,False,79,80,151,9,142
4334,False,9,10,21,0,21
4335,False,48,49,26,0,26
4336,False,33,34,19,0,19
4337,False,43,44,39,1,38
4338,False,11,12,6,0,6
4339,False,54,55,54,0,54
4340,False,123,124,49,1,48
4341,False,39,40,69,0,69
4342,False,36,37,65,3,62
4343,False,186,187,87,2,85
4344,False,33,34,46,0,46
4345,False,12,13,14,0,14
4346,False,10,11,24,9,15
4347,False,14,15,14,0,14
4348,False,79,80,48,0,48
4349,False,68,69,18,2,16
4350,False,21,22,44,3,41
4351,False,29,30,12,0,12
4352,False,17,18,9,0,9
4353,False,89,90,42,0,42
4354,False,35,36,49,0,49
4355,False,83,84,66,2,64
4356,False,44,45,24,0,24
4357,False,12,13,7,0,7
4358,False,22,23,23,0,23
4359,False,28,29,11,1,10
4360,False,164,165,107,0,107
4361,False,96,97,81,1,80
4362,False,44,45,16,0,16
4363,False,20,21,7,0,7
4364,False,71,72,77,0,77
4365,False,16,17,14,0,14
4366,False,36,37,12,0,12
4367,False,64,65,73,2,71
4368,False,51,52,29,0,29
4369,False,35,36,8,0,8
4370,False,18,19,9,0,9
4371,False,24,25,19,0,19
4372,False,40,41,61,1,60
4373,False,61,62,33,0,33
4374,False,35,36,32,0,32
4375,False,19,20,5,0,5
4376,False,43,44,76,2,74
4377,False,42,43,26,1,25
4378,False,17,18,10,0,10
4379,False,79,80,36,0,36
4380,False,37,38,19,1,18
4381,False,29,30,12,2,10
4382,False,18,19,16,0,16
4383,False,33,34,57,4,53
4384,False,45,46,17,0,17
4385,False,29,30,48,0,48
4386,False,35,36,83,0,83
4387,False,27,28,16,0,16
4388,False,21,22,10,0,10
4389,False,36,37,22,0,22
4390,False,104,105,62,0,62
4391,False,16,17,7,0,7
4392,False,43,44,39,0,39
4393,False,40,41,52,0,52
4394,False,18,19,9,1,8
4395,False,114,115,94,0,94
4396,False,37,38,27,0,27
4397,False,40,41,65,0,65
4398,False,47,48,17,0,17
4399,False,38,39,23,0,23
4400,False,23,24,35,0,35
4401,False,51,52,70,0,70
4402,False,19,20,44,1,43
4403,False,66,67,47,0,47
4404,False,26,27,36,4,32
4405,False,62,63,77,0,77
4406,False,71,72,52,2,50
4407,False,7,8,3,0,3
4408,False,42,43,23,0,23
4409,False,54,55,25,0,25
4410,False,8,9,43,0,43
4411,False,26,27,13,0,13
4412,False,8,9,3,0,3
4413,False,48,49,50,0,50
4414,False,86,87,81,0,81
4415,False,260,261,281,3,278
4416,False,3,4,65,1,64
4417,False,88,89,83,1,82
4418,False,29,30,39,0,39
4419,False,4,5,1,1,0
4420,False,83,84,100,2,98
4421,False,31,32,29,0,29
4422,False,6,7,5,0,5
4423,False,71,72,34,1,33
4424,False,33,34,11,0,11
4425,False,21,22,14,0,14
4426,False,48,49,14,0,14
4427,False,32,33,28,0,28
4428,False,16,17,3,0,3
4429,False,40,41,31,0,31
4430,False,56,57,23,2,21
4431,False,44,45,14,0,14
4432,False,38,39,45,3,42
4433,False,31,32,18,0,18
4434,False,113,114,88,1,87
4435,False,97,98,64,0,64
4436,False,66,67,71,0,71
4437,False,39,40,13,0,13
4438,False,42,43,19,0,19
4439,False,42,43,61,1,60
4440,False,69,70,47,3,44
4441,False,11,12,15,0,15
4442,False,41,42,92,0,92
4443,False,10,11,3,0,3
4444,False,10,11,6,0,6
4445,False,48,49,46,0,46
4446,False,36,37,33,0,33
4447,False,30,31,58,1,57
4448,False,28,29,32,0,32
4449,False,7,8,3,2,1
4450,False,36,37,24,1,23
4451,False,27,28,13,0,13
4452,False,116,117,107,18,89
4453,False,20,21,10,0,10
4454,False,58,59,17,0,17
4455,False,5,6,13,0,13
4456,False,36,37,9,2,7
4457,False,16,17,8,0,8
4458,False,89,90,99,0,99
4459,False,8,9,4,2,2
4460,False,38,39,20,0,20
4461,False,21,22,9,0,9
4462,False,25,26,45,0,45
4463,False,69,70,32,3,29
4464,False,35,36,26,0,26
4465,False,18,19,16,0,16
4466,False,63,64,96,0,96
4467,False,53,54,31,0,31
4468,False,21,22,48,0,48
4469,False,21,22,2,0,2
4470,False,112,113,63,0,63
4471,False,16,17,30,0,30
4472,False,8,9,7,0,7
4473,False,84,85,89,1,88
4474,False,92,93,110,1,109
4475,False,60,61,30,0,30
4476,False,279,280,156,0,156
4477,False,22,23,19,0,19
4478,False,29,30,61,1,60
4479,False,68,69,69,1,68
4480,False,61,62,37,0,37
4481,False,15,16,18,0,18
4482,False,46,47,28,0,28
4483,False,46,47,65,2,63
4484,False,48,49,60,0,60
4485,False,29,30,16,0,16
4486,False,44,45,24,0,24
4487,False,22,23,9,1,8
4488,False,13,14,39,0,39
4489,False,58,59,44,0,44
4490,False,79,80,86,0,86
4491,False,63,64,60,2,58
4492,False,28,29,23,0,23
4493,False,92,93,69,0,69
4494,False,18,19,18,1,17
4495,False,57,58,59,4,55
4496,False,62,63,35,1,34
4497,False,16,17,28,0,28
4498,False,4,5,8,0,8
4499,False,23,24,35,0,35
4500,False,57,58,42,0,42
4501,False,49,50,21,1,20
4502,False,188,189,48,3,45
4503,False,14,15,29,0,29
4504,False,38,39,20,0,20
4505,False,51,52,123,0,123
4506,False,150,151,128,0,128
4507,False,17,18,24,1,23
4508,False,46,47,58,0,58
4509,False,96,97,72,1,71
4510,False,26,27,15,0,15
4511,False,36,37,47,0,47
4512,False,32,33,32,0,32
4513,False,44,45,89,0,89
4514,False,37,38,28,0,28
4515,False,126,127,136,0,136
4516,False,38,39,17,0,17
4517,False,29,30,18,0,18
4518,False,30,31,23,1,22
4519,False,44,45,46,0,46
4520,False,31,32,13,2,11
4521,False,32,33,24,0,24
4522,False,24,25,45,2,43
4523,False,45,46,17,1,16
4524,False,19,20,55,0,55
4525,False,39,40,38,1,37
4526,False,15,16,54,0,54
4527,False,42,43,41,0,41
4528,False,31,32,54,2,52
4529,False,97,98,65,1,64
4530,False,28,29,22,0,22
4531,False,21,22,17,0,17
4532,False,27,28,42,0,42
4533,False,24,25,23,1,22
4534,False,24,25,39,0,39
4535,False,17,18,7,1,6
4536,False,21,22,34,1,33
4537,False,16,17,14,0,14
4538,False,22,23,7,1,6
4539,False,46,47,24,2,22
4540,False,14,15,7,0,7
4541,False,22,23,35,0,35
4542,False,12,13,6,0,6
4543,False,47,48,44,0,44
4544,False,47,48,36,2,34
4545,False,30,31,14,0,14
4546,False,25,26,12,0,12
4547,False,8,9,5,0,5
4548,False,20,21,12,0,12
4549,False,43,44,26,0,26
4550,False,58,59,80,10,70
4551,False,5,6,3,1,2
4552,False,53,54,99,0,99
4553,False,38,39,29,0,29
4554,False,80,81,51,5,46
4555,False,12,13,14,0,14
4556,False,18,19,15,0,15
4557,False,12,13,7,0,7
4558,False,4,5,8,0,8
4559,False,22,23,40,1,39
4560,False,65,66,31,0,31
4561,False,49,50,110,0,110
4562,False,11,12,1,0,1
4563,False,16,17,13,0,13
4564,False,18,19,30,0,30
4565,False,164,165,137,1,136
4566,False,100,101,81,1,80
4567,False,11,12,30,0,30
4568,False,86,87,48,2,46
4569,False,56,57,81,0,81
4570,False,59,60,45,0,45
4571,False,32,33,28,0,28
4572,False,29,30,54,1,53
4573,False,38,39,18,0,18
4574,False,70,71,78,2,76
4575,False,37,38,58,0,58
4576,False,32,33,15,0,15
4577,False,18,19,12,0,12
4578,False,29,30,16,2,14
4579,False,30,31,34,0,34
4580,False,57,58,19,0,19
4581,False,6,7,8,1,7
4582,False,92,93,74,0,74
4583,False,63,64,91,2,89
4584,False,10,11,2,0,2
4585,False,42,43,48,0,48
4586,False,48,49,30,1,29
4587,False,29,30,39,0,39
4588,False,56,57,12,2,10
4589,False,27,28,16,0,16
4590,False,62,63,59,23,36
4591,False,80,81,55,2,53
4592,False,34,35,22,1,21
4593,False,8,9,7,1,6
4594,False,49,50,28,1,27
4595,False,26,27,48,0,48
4596,False,46,47,19,0,19
4597,False,29,30,27,0,27
4598,False,38,39,53,1,52
4599,False,23,24,35,2,33
4600,False,53,54,25,1,24
4601,False,64,65,39,0,39
4602,False,53,54,72,1,71
4603,False,74,75,75,1,74
4604,False,68,69,53,2,51
4605,False,53,54,69,0,69
4606,False,37,38,16,0,16
4607,False,33,34,14,0,14
4608,False,56,57,17,0,17
4609,False,36,37,22,0,22
4610,False,11,12,17,0,17
4611,False,14,15,16,0,16
4612,False,34,35,42,1,41
4613,False,33,34,15,0,15
4614,False,33,34,15,0,15
4615,False,36,37,47,0,47
4616,False,22,23,11,0,11
4617,False,19,20,31,0,31
4618,False,49,50,56,0,56
4619,False,27,28,7,0,7
4620,False,19,20,14,0,14
4621,False,26,27,15,1,14
4622,False,80,81,47,0,47
4623,False,7,8,2,0,2
4624,False,49,50,30,0,30
4625,False,40,41,30,1,29
4626,False,37,38,23,2,21
4627,False,22,23,17,0,17
4628,False,48,49,21,0,21
4629,False,30,31,35,4,31
4630,False,14,15,1,0,1
4631,False,18,19,11,0,11
4632,False,76,77,42,1,41
4633,False,32,33,14,0,14
4634,False,63,64,78,0,78
4635,False,31,32,112,0,112
4636,False,6,7,5,0,5
4637,False,16,17,2,0,2
4638,False,6,7,5,0,5
4639,False,25,26,5,0,5
4640,False,104,105,84,2,82
4641,False,24,25,9,0,9
4642,False,83,84,37,0,37
4643,False,99,100,27,1,26
4644,False,20,21,11,0,11
4645,False,49,50,41,1,40
4646,False,32,33,73,2,71
4647,False,162,163,79,2,77
4648,False,42,43,18,0,18
4649,False,24,25,24,0,24
4650,False,44,45,30,0,30
4651,False,161,162,117,3,114
4652,False,46,47,21,0,21
4653,False,93,94,27,0,27
4654,False,36,37,8,2,6
4655,False,63,64,39,0,39
4656,False,30,31,26,0,26
4657,False,25,26,17,0,17
4658,False,135,136,133,3,130
4659,False,44,45,27,0,27
4660,False,51,52,31,0,31
4661,False,22,23,16,0,16
4662,False,66,67,71,1,70
4663,False,22,23,27,0,27
4664,False,2,3,1,0,1
4665,False,25,26,21,1,20
4666,False,31,32,15,0,15
4667,False,8,9,7,1,6
4668,False,20,21,12,0,12
4669,False,94,95,84,0,84
4670,False,44,45,40,0,40
4671,False,6,7,1,0,1
4672,False,19,20,5,0,5
4673,False,20,21,54,1,53
4674,False,13,14,47,1,46
4675,False,6,7,43,0,43
4676,False,51,52,79,3,76
4677,False,10,11,30,0,30
4678,False,31,32,17,0,17
4679,False,47,48,65,0,65
4680,False,68,69,41,0,41
4681,False,41,42,42,1,41
4682,False,2,3,3,0,3
4683,False,28,29,15,0,15
4684,False,49,50,110,1,109
4685,False,136,137,155,1,154
4686,False,41,42,35,0,35
4687,False,25,26,6,0,6
4688,False,96,97,56,1,55
4689,False,18,19,17,0,17
4690,False,149,150,128,0,128
4691,False,20,21,61,0,61
4692,False,15,16,77,0,77
4693,False,48,49,38,0,38
4694,False,47,48,50,0,50
4695,False,66,67,17,2,15
4696,False,37,38,51,0,51
4697,False,28,29,103,0,103
4698,False,28,29,14,0,14
4699,False,51,52,30,0,30
4700,False,32,33,24,0,24
